pricing_scenario,version,pricing_scenario_name,date,variable,EU,China,Others,India,Turkey,South Korea,United States,United Kingdom
default,v2,USD60/bbl (actual),2024-04-26,value_eur,57754743.24015643,247530044.45143884,134760026.19907552,137524993.1855735,73969805.8505346,12542582.953355163,0.0,0.0
default,v2,USD60/bbl (actual),2024-04-27,value_eur,59595254.79733355,248567545.11092213,146408419.57516676,139577544.42712703,76569667.47190432,12740561.91906945,0.0,0.0
default,v2,USD60/bbl (actual),2024-04-28,value_eur,57901183.16715958,244019769.98411983,146429751.6948404,145353863.8330484,70524353.07674615,12697694.036212308,0.0,0.0
default,v2,USD60/bbl (actual),2024-04-29,value_eur,56452471.268505886,244422079.037959,153028639.42279005,152003488.68928075,75876995.696886,12697694.036212308,0.0,0.0
default,v2,USD60/bbl (actual),2024-04-30,value_eur,56604283.00642211,238817999.60152984,156183851.53593305,154162681.9664545,75552700.95125118,15573566.405294022,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-01,value_eur,56035140.42148665,243504119.48356053,166452648.2085022,158660694.76850218,79738028.72481818,9232056.939569237,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-02,value_eur,56551133.303254426,234265674.76828185,166949001.134403,165615000.26693112,87741823.69685721,10671446.450997809,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-03,value_eur,59061553.10999882,231160983.1763167,159679332.3694889,147753556.33917117,96193435.54090524,10538383.139569236,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-04,value_eur,58378141.1983975,233002465.56556392,162798456.5884768,149550959.43736288,98874899.26116218,11104142.316712094,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-05,value_eur,58799978.52636873,234413654.4978215,165860536.04046604,149565900.7291515,104190122.71724465,10608986.116712093,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-06,value_eur,59797472.803897984,243266880.8072515,163738939.59829092,143340324.6293171,105938904.29934752,15103546.969964726,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-07,value_eur,58892117.90978248,240628635.0602177,167953067.0731888,151897808.8419781,105124435.93090555,13344640.096620062,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-08,value_eur,59613604.4868375,248166429.0370105,163047198.79626465,149743968.19737947,96705293.578429,12611902.456620062,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-09,value_eur,59092982.910981044,229963765.90986535,166199285.69456956,149426967.3489502,99508727.45719735,12613322.199477205,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-10,value_eur,64705068.53064927,236265109.71061113,170154886.52468038,153934380.64087135,102820976.01421486,12423594.44519149,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-11,value_eur,63361189.751848795,231902577.3697793,154310822.1584563,160877848.67620096,96375386.4713865,11964140.602334347,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-12,value_eur,65064105.82190267,232914291.09569594,163903703.7592742,172247673.77755636,107282423.07448375,13907413.595708633,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-13,value_eur,69153280.89637785,231996927.76159015,167924675.65145206,168646195.0532343,108247761.07108413,13991565.550432773,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-14,value_eur,73668569.35819997,227539885.19470984,168937776.14070278,179855020.74756938,103236474.31691821,11193470.035636773,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-15,value_eur,74725346.59610803,229897554.2340353,164413838.47114602,177794290.5463384,101745580.79965368,11193470.035636773,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-16,value_eur,75029690.78450319,226220642.74752402,162172042.62685665,166082105.40605807,101097700.35810329,8959692.63849392,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-17,value_eur,73685634.04953562,220408193.06270283,169229088.56583294,170385680.6627,93416069.64370236,10940198.657654632,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-18,value_eur,74978102.29880165,218876860.64632192,165593153.2282206,178136365.23376536,90346939.50115664,13359500.979602847,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-19,value_eur,78190948.71196088,224380586.85230473,152552920.4099006,174643603.44233182,93809098.53180313,13338739.328174276,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-20,value_eur,79118878.0360776,221825806.81825426,170860355.54941797,177642793.5525137,96239716.8322054,12883625.498406356,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-21,value_eur,80039869.94441685,226750292.34585118,167247351.13943082,167277332.35343233,96804834.33030386,14918708.419041762,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-22,value_eur,82123704.07812066,206178835.92032152,163365846.5257698,167763882.4022505,97993391.81724118,14984133.510470333,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-23,value_eur,80792367.89192303,206099122.38474914,160611601.56854683,164178557.61308628,94601599.64036034,14557684.513327476,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-24,value_eur,79198164.739781,197985549.1894162,151235030.74792558,167308774.52399635,98652995.19090076,14424445.821898904,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-25,value_eur,81557697.9415305,217726794.2139148,162160719.3979649,161343794.91763416,102623878.60039985,19342669.131786406,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-26,value_eur,82113036.73598607,214534118.00209346,153996915.32978374,151708863.26428872,98191364.01708019,17399396.138412118,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-27,value_eur,80726000.6872185,215527407.83196872,149650582.49066347,147348653.5132235,91639605.39898977,17315244.183687974,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-28,value_eur,76801502.5945008,217695564.33553153,149808440.8920255,135951487.4394598,93259739.35351335,18890015.259116545,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-29,value_eur,77490503.10976174,214304585.44729504,148800852.91540095,137319165.08553758,92146484.8622996,18890015.259116545,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-30,value_eur,77400795.37627447,218074080.7514228,155111727.72265753,138234451.34169236,92863672.82423125,19173036.82197369,0.0,0.0
default,v2,USD60/bbl (actual),2024-05-31,value_eur,76809850.27673207,226691619.30127773,157851265.58109254,140704411.92495176,94945953.88843508,17326270.57995583,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-01,value_eur,73287313.38942116,227347869.2063369,165398333.55059075,131840095.25952967,96435191.53471151,14558972.580864761,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-02,value_eur,71937582.13407138,218374879.13191676,172824043.28483525,149878066.8352003,86204828.4221066,14385095.838007616,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-03,value_eur,70568782.05257933,215107217.7796161,157074172.54842404,142456867.24412838,84701782.06973077,12672090.379606832,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-04,value_eur,69748578.24044926,208471926.76627448,157543930.28511515,146157241.24770764,83864838.0796556,10721315.1304,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-05,value_eur,66516285.34525323,221945511.10989076,164021733.3386772,147439598.35301337,87735511.64578018,10593237.621828571,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-06,value_eur,64064204.65218186,221786225.74767607,163381094.12384644,144374854.7277566,88801858.61642185,11424121.250400001,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-07,value_eur,59588057.08609341,226319789.99702364,175563462.08347535,140501034.98627597,81992683.1931757,11381253.36754286,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-08,value_eur,61537234.813573666,207215828.13181952,172240948.3672946,147628260.81478208,85766663.65942183,7079624.3805125,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-09,value_eur,58913714.44381479,214728093.7523081,185624961.28133097,141389470.85112557,80680271.65745041,8023828.543369642,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-10,value_eur,56217468.658815764,221209474.62052837,188072349.33994207,154138163.6293816,83456582.54223989,8045266.6605124995,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-11,value_eur,58059725.85745882,222227706.1495771,184509876.39177015,156090902.61451745,83807864.74551472,8783237.027824214,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-12,value_eur,61327504.76092327,221991901.45584014,194079891.19068152,159599857.67163602,78319535.30748041,8783237.027824214,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-13,value_eur,62969740.87275781,219278421.11450619,180062874.78848985,161880869.40907162,79220055.61265302,8500215.464967072,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-14,value_eur,63329349.50084651,229266639.50422165,175675580.3847548,149898705.96957037,81750794.67846106,9262300.024967073,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-15,value_eur,63368718.88385411,220762189.6394172,165977876.1225606,161760737.84398428,79319616.65199567,10571423.220003072,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-16,value_eur,62365099.88758566,222381045.28297666,169498754.19290516,145833095.4453648,83533566.57822065,10532071.288574502,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-17,value_eur,62191860.09531618,222184705.1185291,176781930.67778167,148456513.4382144,78937439.7453577,8379122.30063343,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-18,value_eur,65027479.27800828,226789259.94527987,177382147.47460213,147317592.8088277,73710053.87906078,11564962.8805612,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-19,value_eur,66321261.65019017,230417843.0109677,177728726.72728723,158220805.22829255,74764475.67713459,11595363.485421915,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-20,value_eur,70783092.0273333,243666036.28171352,175409960.52430445,161976085.50326762,78508468.46308473,11143601.308279056,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-21,value_eur,74575694.1395482,241010946.58578128,173737496.39638254,158633183.29482818,79913271.83704916,12595923.088279057,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-22,value_eur,71607924.10638663,238607434.038132,178726813.14462236,146470729.00168478,72173624.40021619,12207105.356552916,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-23,value_eur,73173367.57504472,230129415.38251033,162926898.15336913,147687952.223308,74466134.87342928,11293943.453695772,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-24,value_eur,75852504.62332664,222952117.57379982,166254018.37440324,145170614.5790333,75880140.83042458,11616233.433695773,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-25,value_eur,75980991.6545355,220626501.09791446,170677095.4779532,146218326.41644654,77923426.65734006,10752875.099867987,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-26,value_eur,69454539.86413729,216104180.92530936,170902156.28532606,131998362.12202938,78549718.71270747,11500202.68558227,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-27,value_eur,65492826.63830811,221109642.42562905,174788955.16971976,138830503.9836173,73411764.90217583,11865644.497010844,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-28,value_eur,65673048.69958627,209079894.254184,168849022.8285332,149578324.63401723,75656194.88051932,10672041.62272513,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-29,value_eur,71791606.97160038,205231102.78972784,174641128.57602528,139487682.89470643,80829211.18323013,9597159.296260556,0.0,0.0
default,v2,USD60/bbl (actual),2024-06-30,value_eur,70875685.57497369,216640507.87948936,164431637.1617363,144467949.8824275,73627964.43566015,9597159.296260556,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-01,value_eur,73920023.67020275,215359618.1601852,154354658.86702973,146698945.28013954,79305785.7226782,10955197.69349913,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-02,value_eur,71275040.21600513,205317194.45146677,151804973.46981668,149968786.35221013,86421464.59661873,7685049.442142786,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-03,value_eur,75262551.69232558,198828734.98075584,151207233.3736958,129375611.06600495,81095002.92493105,7486977.2058535,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-04,value_eur,74151918.25856142,198369964.93409187,153695988.05471247,122652107.13109711,76223739.38647442,8088379.793055929,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-05,value_eur,78186892.22917631,194976548.16548398,151584064.37246925,135614975.47717747,76631395.29280281,7437761.750198786,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-06,value_eur,76281338.9561177,193694519.2681747,138754466.73653916,141812821.22988048,80499998.92008328,7209985.159067786,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-07,value_eur,75476970.60750683,201760670.44297597,146326643.82528207,145666624.94367117,83808019.75733969,7421902.659067785,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-08,value_eur,75056552.5895501,204714771.9213655,146949861.1858831,146954174.848175,90944962.43084785,7559375.524782071,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-09,value_eur,76086404.74137242,209771573.9707677,138994955.55705145,146498270.09177345,88731798.85625812,5802793.467298143,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-10,value_eur,77736285.02245483,211631001.9137392,127593430.86676379,161060290.86866543,97121534.68231164,7733989.087299928,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-11,value_eur,79800338.78787088,212856873.07015157,131518975.96130796,160428750.25181937,95892039.01943107,8161740.907299928,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-12,value_eur,79618771.06916036,211227219.57140058,134771668.24622485,161080219.72628218,87988217.07339756,8161740.907299928,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-13,value_eur,75758038.64624235,219801532.07326108,145902288.08038026,167837314.33605164,84005968.94808862,9182965.511558857,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-14,value_eur,78276340.15245119,212465832.90804908,149323142.3845666,160674498.32729197,87406565.05772927,9182965.511558857,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-15,value_eur,75882948.64849065,215493234.2846144,155735913.07760626,162051164.09028056,89403516.82894842,7651434.537177429,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-16,value_eur,76379876.18140541,215368544.57009077,162307522.90550822,159064102.4130182,80870578.5663548,8237779.985748856,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-17,value_eur,74483828.48271166,213168186.25537577,159154617.13671568,173158961.70424697,91858931.06938984,8037679.757177427,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-18,value_eur,74760605.54020113,207855523.20090508,156280130.05987573,166842239.3835637,90120410.18556264,7807807.172832142,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-19,value_eur,72092499.93064168,205717407.98194352,163969021.85102105,159118129.39490157,95481295.8840305,7915131.381403572,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-20,value_eur,70642278.27942348,203142868.07441637,170724674.06240812,170715726.68315464,99632388.00037822,9601386.330773,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-21,value_eur,73012911.58330062,194065978.44062224,168867029.9411475,172516580.1597314,94211348.5852963,9942784.37934443,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-22,value_eur,73663898.10942148,196252098.56275448,161982130.67950112,165214487.35819453,87440707.38631484,11216869.970773,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-23,value_eur,74533529.66922927,193321280.75542828,171294853.61133245,171561231.88519573,92466940.38572137,11216869.970773,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-24,value_eur,75504926.25747216,189828029.02936125,173358089.7381583,166859947.59148097,89025607.72421937,10606252.34505693,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-25,value_eur,73439863.42420188,184581744.86312717,164776936.65345082,171133265.22144958,91568500.73006953,13156505.375507573,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-26,value_eur,71036779.22799066,183336363.75086388,164436929.00413913,164692077.54858297,98267531.20751922,13549339.872650428,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-27,value_eur,73493971.19551468,176816786.08286476,149507466.83922127,158816417.04030028,98948388.35626742,13212681.868391499,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-28,value_eur,74139164.91677162,181350969.2629992,150349018.547774,166194650.64027396,103918860.87938501,13531956.982677216,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-29,value_eur,73416543.67065878,178861257.18346795,151545732.65844315,161699647.79270124,98515019.93051432,13531956.982677216,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-30,value_eur,71178101.4179296,192661405.12565947,149923044.91160992,164319080.35787362,100627356.52139078,13586441.702677215,0.0,0.0
default,v2,USD60/bbl (actual),2024-07-31,value_eur,72424144.34695305,191106909.69174406,146048082.23138875,157502474.24406168,97742553.60115619,13929209.385534357,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-01,value_eur,72654282.55851546,185195509.74930695,150031965.39540043,165143290.50502568,95873379.04635136,13816481.802677214,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-02,value_eur,68320062.81478223,188817179.62168026,135531100.07757726,162379821.1247219,96599508.61080797,13921538.810944071,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-03,value_eur,71923789.20864104,203669714.71940225,134137973.20079051,152110783.5691796,96185553.26546529,13831653.354431143,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-04,value_eur,76404438.64732797,206472643.05223522,134234058.78856376,143995749.80005813,100404896.08249387,16449309.894774001,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-05,value_eur,74006227.91545667,203867214.93998256,143224557.7734081,155468520.6131784,100649781.56441797,15908446.326202571,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-06,value_eur,75719481.64979748,199465489.82972583,140790568.71624777,147033094.8964612,96624237.65026844,16366547.237631142,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-07,value_eur,72211604.38898201,200196478.5974879,141264923.99670944,153372545.13655433,92926539.37877129,14298641.657631142,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-08,value_eur,71911425.59329484,206113334.10621187,157028482.348732,144113862.09972644,95657109.01792428,10955194.995751929,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-09,value_eur,73845313.61002094,204246626.51963848,161879576.56946084,152967419.2226223,93317829.82276404,10562360.498609072,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-10,value_eur,71080419.28400345,209583183.52418062,161060100.46715227,155729151.6882545,92619319.09479234,9780758.650037643,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-11,value_eur,67685699.13342802,200555841.5215857,163536717.57742363,144187332.38435224,86263605.17680742,9461483.53575193,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-12,value_eur,72128137.35911973,198329946.84231716,154724803.8440914,149077301.4715393,84759205.00881113,10075530.672894787,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-13,value_eur,73466679.7684734,189160507.3377957,150892955.53981054,141042476.7939357,85811046.188356,9892517.467180502,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-14,value_eur,69676125.58336079,192697518.25572076,163664712.49884915,142999662.26874396,80134132.18832421,9849365.797483072,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-15,value_eur,70156634.2911052,199705466.61507303,159802994.69629726,139552473.95613664,83514333.14217837,10059546.448747357,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-16,value_eur,70146304.08791701,194839967.6982949,160143392.6252741,144844150.77045077,77924480.4742955,11199109.364295071,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-17,value_eur,67340094.51602833,186558272.61724553,156992498.00609732,141241953.6967865,75827172.45913519,10204535.462867143,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-18,value_eur,60848028.0971344,193355710.8252369,152232251.53118697,155104349.17053488,77705117.55798684,8700389.62458393,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-19,value_eur,65710581.57806381,199801266.61008665,139432832.897091,148663321.02036422,76674343.68506242,10642537.048012499,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-20,value_eur,60999420.835150175,193789306.00339007,135015964.25813594,140872116.54352164,80969504.15968299,10184436.136583928,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-21,value_eur,62207665.028614774,194047439.74191976,139279955.53248003,136658392.6307402,88820054.30279766,10634845.382298214,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-22,value_eur,62785283.501103036,187003351.4584028,133265902.07645436,136974047.9060701,87104759.48703517,10634845.382298214,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-23,value_eur,61654585.270274304,198585920.58395225,125248960.57877149,132356227.76760767,87852619.52047157,12375116.068012502,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-24,value_eur,60157492.85169338,201241529.21630022,129957191.01003541,134265634.89742073,95440476.98292653,12854521.473726785,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-25,value_eur,66232430.78281884,205864949.74930814,147221682.69890746,142061284.19880205,96655826.1145242,12854521.473726785,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-26,value_eur,61968209.574126504,203823949.9494924,151279087.6452152,141489072.40926886,95254766.39158753,12240474.33658393,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-27,value_eur,61086364.595561676,208149848.2096012,158755257.88736156,147861779.9089371,96709165.46317473,13092564.823891357,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-28,value_eur,61763491.38075294,213501250.39746946,151624443.02088478,136518668.7164798,95212587.81202035,13194811.202160213,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-29,value_eur,58426411.10981584,205441001.9682766,143675738.9431813,132345513.04506849,94612232.28023255,12346706.67946736,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-30,value_eur,59201448.26221607,209352102.35849586,145631194.25404698,132949086.09329517,99649694.79881409,13548000.826912213,0.0,0.0
default,v2,USD60/bbl (actual),2024-08-31,value_eur,59152588.45520175,215303110.26611662,149935181.4598994,138841488.32372528,95883714.53123304,14284037.28119793,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-01,value_eur,64515095.9469111,207734263.66442624,151428712.37744933,134765992.1972113,92409678.60992987,13197276.20485257,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-02,value_eur,64457963.243000686,209242731.72919822,155938575.7218452,132411987.32922713,90523290.39730076,10637214.932852572,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-03,value_eur,64342450.65634574,211040909.440953,153894804.69453096,143689607.13470757,84301073.6193566,10931360.598566858,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-04,value_eur,65119445.881987974,212805267.9728826,151275320.00239313,137780201.1108263,80551065.6366382,12001931.681108357,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-05,value_eur,65449928.26667367,215751142.9504234,136494508.75979325,133797957.94515857,80774044.22681783,12645288.663623359,0.0,0.0
default,v2,USD60/bbl (actual),2024-09-06,value_eur,65613654.50025831,211821410.28665352,136784176.67046025,135847935.23818406,79789644.27427016,11081154.02783207,0.0,0.0
default,v2,USD60/bbl (actual),2022-01-14,value_tonne,934268.0866187504,435016.59401228937,244426.53122508858,26115.362142857142,141370.1573064516,93266.96420428572,33468.20592857143,48782.945762847856
default,v2,USD60/bbl (actual),2022-01-15,value_tonne,905113.8754036505,437516.1511551466,228494.22815254141,37263.56042857143,136665.05287788017,91843.64849,33468.20592857143,38041.54483735572
default,v2,USD60/bbl (actual),2022-01-16,value_tonne,906774.3934830789,448729.87615514646,236142.51235205214,35886.06042857143,128846.91859216588,108413.39741857143,29099.040214285713,44997.23507576
default,v2,USD60/bbl (actual),2022-01-17,value_tonne,899675.688052051,412721.6126551465,257099.53392991357,33640.203285714284,128783.46887788018,95981.31726499999,29099.040214285713,41216.21458652858
default,v2,USD60/bbl (actual),2022-01-18,value_tonne,909720.1617984604,403737.52929800365,254772.55838734712,33511.27485714286,113454.01366359447,85565.73512214285,32270.828999999998,41216.556549435714
default,v2,USD60/bbl (actual),2022-01-19,value_tonne,901421.2458610162,377703.5362265751,263028.6806343314,40100.917714285715,113036.5283064516,89860.68690785715,29261.79707142857,33454.489647980714
default,v2,USD60/bbl (actual),2022-01-20,value_tonne,888322.2611064762,357613.49908371794,264223.95477847283,38898.84628571429,130409.53337788016,95532.37190785714,33138.752357142854,30292.491954707857
default,v2,USD60/bbl (actual),2022-01-21,value_tonne,891606.9864232212,366397.8312265751,266875.08721349714,35198.50528571429,133566.91087788017,102474.78797928573,36391.71578571428,25952.109670663573
default,v2,USD60/bbl (actual),2022-01-22,value_tonne,903807.0621180133,381096.76215514645,248463.39434998715,35198.50528571429,122306.70952073732,104550.57369357145,36391.71578571428,18530.395011597142
default,v2,USD60/bbl (actual),2022-01-23,value_tonne,913604.8383536347,387453.99651228933,250734.0247396157,44688.362785714286,112471.7808064516,96225.33133642857,31034.735357142858,25983.178766424284
default,v2,USD60/bbl (actual),2022-01-24,value_tonne,904280.3864291626,409189.80915514653,248794.55893002712,48300.43421428571,112484.75180645159,101553.09851000001,32561.9055,28453.586543299996
default,v2,USD60/bbl (actual),2022-01-25,value_tonne,900807.343537939,424202.26694086083,232445.38743773144,48300.43421428571,122440.4730207373,108564.31801000002,32561.9055,28454.237978259283
default,v2,USD60/bbl (actual),2022-01-26,value_tonne,934288.3858979096,435360.57086943224,216770.744717795,43176.29135714286,113178.29994930876,115111.67658142858,30834.006428571425,28454.371516436426
default,v2,USD60/bbl (actual),2022-01-27,value_tonne,909169.759612917,441252.61729800364,239785.09216694927,41199.63785714286,127796.81237788018,110371.58233642858,36280.13157142857,25862.50785234071
default,v2,USD60/bbl (actual),2022-01-28,value_tonne,872140.9307490798,431464.01729800366,243258.40137987785,41199.63785714286,139545.94716359445,104619.30926500002,36373.726214285714,23325.802660640715
default,v2,USD60/bbl (actual),2022-01-29,value_tonne,869612.0788315646,440544.4576551464,249112.34388199073,35325.36814285714,143064.87002073732,123304.27997928571,39144.94021428572,35001.24294327571
default,v2,USD60/bbl (actual),2022-01-30,value_tonne,846959.2800219133,421161.5972980037,247771.99556451218,49839.76471428572,143064.87002073732,105970.74219357142,40384.86228571429,30040.873922322146
default,v2,USD60/bbl (actual),2022-01-31,value_tonne,842289.7160206418,428403.45444086083,240685.88099290218,53811.69328571429,141065.34916359445,101898.49467357143,48923.14407142857,31191.91469726786
default,v2,USD60/bbl (actual),2022-02-01,value_tonne,863116.3916174353,441101.0108276395,238160.80819677716,50240.28071428572,139608.5221212969,104600.90917357143,45751.35528571428,31191.57308056929
default,v2,USD60/bbl (actual),2022-02-02,value_tonne,850947.2998803795,455834.9589287038,249746.2819884843,42603.70928571429,147673.34622185648,100305.95738785714,45751.35528571428,33598.816096035
default,v2,USD60/bbl (actual),2022-02-03,value_tonne,874900.8386589143,452538.4748154824,256789.7229056464,45574.70928571429,125656.17925098748,97843.36206142858,52337.756285714284,33598.14235469358
default,v2,USD60/bbl (actual),2022-02-04,value_tonne,873944.4438162234,430771.82998797536,268034.72523218003,49482.13785714286,121559.50292297562,89966.43548999999,40800.63185714286,33741.78887830286
default,v2,USD60/bbl (actual),2022-02-05,value_tonne,898785.5929027734,425039.2680890397,271102.1713122072,49482.13785714286,124747.0240235352,86527.72120428571,48566.688357142855,41159.04881672286
default,v2,USD60/bbl (actual),2022-02-06,value_tonne,904551.3125505282,412693.6241901041,260636.83582976213,39992.28035714286,132307.91119552337,87924.41049000001,45953.61657142857,39278.97021303429
default,v2,USD60/bbl (actual),2022-02-07,value_tonne,904998.3172878524,387304.20243402553,261632.46719424071,36380.208928571425,133456.23172465438,85307.117245,56825.094714285704,35873.19380740072
default,v2,USD60/bbl (actual),2022-02-08,value_tonne,891409.6335032544,364560.1618922328,282104.45129958575,36380.208928571425,123478.46889664253,76093.28867357143,60348.692214285715,38909.18527465286
default,v2,USD60/bbl (actual),2022-02-09,value_tonne,862054.0107379343,364891.8252790114,297348.5274031986,38967.49464285715,124861.4762114878,71135.30153071428,56688.90457142857,38909.05173647572
default,v2,USD60/bbl (actual),2022-02-10,value_tonne,873110.2951459776,358853.1625943615,282993.74646796216,33225.968,110030.64202633311,75131.63495928572,55853.36328571429,45783.12118628572
default,v2,USD60/bbl (actual),2022-02-11,value_tonne,902999.8793573633,362378.9318382829,291416.9852658529,33225.968,98295.00569832124,78159.64124499999,58979.74471428571,48015.571956585
