pricing_scenario,version,pricing_scenario_name,date,variable,EU,China,Others,India,Turkey,South Korea,United States,United Kingdom
default,v2,USD60/bbl (actual),2023-04-18,value_eur,76002269.28102438,195829373.83692524,228329411.1267541,139007558.94390157,85543565.03919901,14654733.786025252,1302875.1212708573,0.0
default,v2,USD60/bbl (actual),2023-04-19,value_eur,81253508.74267115,197495959.96866566,218605325.4319431,130762345.12732922,80930017.4782187,14012959.437453825,1302875.1212708573,0.0
default,v2,USD60/bbl (actual),2023-04-20,value_eur,80432010.00011072,193639964.7558574,219057166.4503637,124441545.48542193,83759410.69609022,13003072.160310967,1302875.1212708573,0.0
default,v2,USD60/bbl (actual),2023-04-21,value_eur,80503897.4952391,194101454.1414058,212981485.69704828,115621287.13711192,73062425.23571557,10783834.372105751,1302875.1212708573,0.0
default,v2,USD60/bbl (actual),2023-04-22,value_eur,82830890.53425133,197271414.93362954,220334644.91353425,105399660.63685822,76819390.87729654,12690208.402718952,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-23,value_eur,83794042.24454333,200939038.35974422,217523731.56492785,100126580.04765348,73708474.20079817,11953497.63329038,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-24,value_eur,85216390.56239443,190276435.67106166,212563223.98553756,98741462.87264286,77273020.52407731,12107360.444218952,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-25,value_eur,85312520.65580508,185840767.8773492,201865075.73864797,105172477.09437571,81547585.12861817,13079572.316718953,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-26,value_eur,84725983.12512825,188649261.6892025,212133374.82806855,110483732.37602343,77860307.61281617,10670566.429209843,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-27,value_eur,86520307.6082181,189831039.3948771,213009382.2944018,107609081.64958616,74666001.24033438,9919306.813326772,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-28,value_eur,86644862.95399491,186318109.30910686,206459352.452585,106506419.65425074,76670466.15647139,12241060.480398199,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-29,value_eur,83296701.29738362,185056562.71082234,214126125.2335329,106212186.91531302,76001348.75970559,13588387.826282129,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-04-30,value_eur,82790141.67129852,190405220.89357468,207009172.23409346,115846956.4499131,76649006.8624581,13143801.025241558,2698501.807275429,0.0
default,v2,USD60/bbl (actual),2023-05-01,value_eur,84623176.86031246,182633813.96172947,201789881.08446833,117228498.66569294,77585769.9759077,15003301.812741557,1395626.6860045716,0.0
default,v2,USD60/bbl (actual),2023-05-02,value_eur,88560659.00182477,183341564.12072775,191011230.25917473,116780918.45274104,84326595.57395975,15218412.279884413,2935997.2025665715,0.0
default,v2,USD60/bbl (actual),2023-05-03,value_eur,78732199.86964162,187689988.15793756,190318882.10318875,127445311.1439128,84360367.28862844,16720830.896105843,2935997.2025665715,0.0
default,v2,USD60/bbl (actual),2023-05-04,value_eur,77407905.71215817,187113328.79606953,193955457.33984905,127058297.08350222,88455644.51567264,17418877.343962986,2935997.2025665715,0.0
default,v2,USD60/bbl (actual),2023-05-05,value_eur,85274958.71880238,193552438.63455406,194278312.27870587,139881039.8751905,94142022.89567938,17257006.557534415,2935997.2025665715,0.0
default,v2,USD60/bbl (actual),2023-05-06,value_eur,81654759.99301705,193845314.91208467,182842212.6038318,142694121.68784335,88728424.96378143,14323857.559921214,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-07,value_eur,77298571.52980283,201890524.3135939,185031956.10955903,145646413.11930293,90429795.23793836,14323857.559921214,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-08,value_eur,75581281.93300633,215262367.87849835,191846249.4742047,140132674.86232018,84679369.19247137,15723371.047978858,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-09,value_eur,75658032.29971664,214954346.49229428,196352866.59247646,146610442.89529338,79126054.64458965,15209122.76388743,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-10,value_eur,75883405.56985663,225633097.20299673,187890310.90409407,143662463.87443402,83930339.74893384,16634456.301500142,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-11,value_eur,78447314.05337562,215401962.28260985,181139682.0826129,141293763.12349454,85165727.37865922,18738581.947559,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-12,value_eur,75899359.02055524,228672955.0333465,181709219.24453202,143843314.9114553,80755391.22777422,18398789.519020926,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-13,value_eur,73607877.10406612,228599228.95985335,173029705.19249544,151822547.23607594,87674030.46545896,17599491.49256557,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-14,value_eur,82422250.11686213,227132804.90296414,172808788.88420635,140510167.67837372,90175091.2139232,17168051.23956557,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-15,value_eur,79557285.78146252,227303088.91338992,163383049.3226741,144492217.5293093,87646584.59471628,15230919.163279857,1540370.516562,0.0
default,v2,USD60/bbl (actual),2023-05-16,value_eur,75969348.38072942,225126339.49908632,162122403.12094456,136855944.22034684,83986408.6509612,15042795.96870843,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-17,value_eur,81133745.04071377,223005439.02733,167773148.5467843,133287227.266706,82576762.31543949,14027676.533129856,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-18,value_eur,79882181.89828387,241267701.75258926,162277335.69151434,130966346.71252216,73148815.91534793,14802559.934915572,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-19,value_eur,74370864.97449939,249576542.32931635,158593015.39770538,128619211.27399251,71305104.15256557,15649820.802344143,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-20,value_eur,76615581.68518747,255454038.92512012,174108145.5042205,128095643.58496948,74730276.56115885,15615876.880701287,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-21,value_eur,73186131.69446117,250123290.12233546,170314709.8818322,129609837.93818934,79174174.52691916,17892056.63299843,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-22,value_eur,79167617.42776437,242791588.4336206,164136725.21922588,135182995.20798233,79996200.02466874,15777417.577655073,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-23,value_eur,78637994.02500172,247710733.9670449,167061733.03290346,133684910.01774535,80167070.3847868,16398756.667460786,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-24,value_eur,81369223.70082824,238094742.30987433,167191110.34046698,137585244.27870524,76342723.90173832,16473833.440449787,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-25,value_eur,81577804.06333795,244631122.0117342,165303890.15926093,137933518.68913105,75467991.87946276,14991494.11589093,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-26,value_eur,79602263.7291101,235035203.9177722,162457038.46339327,133773237.47510603,80019452.17924826,13126565.642000427,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-27,value_eur,82841422.16451116,226885215.9786385,172010307.79596713,142194795.05878866,72730037.4211444,14033552.35913043,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-28,value_eur,73192403.77816357,226702710.75483418,175754888.92639393,138187998.14076382,69140375.3020246,13407263.029273286,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-29,value_eur,71574764.52434431,233779879.279501,175807240.18330148,142420972.51511285,70052157.91257662,15246077.628327142,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-30,value_eur,72809070.39795753,231311672.6731823,175680602.53118753,146524218.10233045,70620188.97003956,15615381.534255713,0.0,0.0
default,v2,USD60/bbl (actual),2023-05-31,value_eur,67322449.82096143,243456484.41150734,169776204.48473206,156673494.5557234,68389047.96774295,15097678.46104143,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-01,value_eur,69755151.7414651,245299624.82234088,166337441.7440414,163378204.3691313,75387906.1053457,14740402.27797,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-02,value_eur,73478907.15590625,234151777.49656838,164516842.5719921,157596187.82054138,81277274.2768378,17834357.424646787,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-03,value_eur,69265234.64526689,230687870.5262241,156226645.63733408,157994483.26815933,78551724.63265152,18197976.658575356,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-04,value_eur,71498337.73948768,240727697.7120157,160443105.64106646,163697381.63296214,76110331.95313673,15921796.906278213,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-05,value_eur,70409016.68550904,237323391.12837702,159831596.24447384,154735976.59558493,75673724.5353566,15921796.906278213,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-06,value_eur,70075815.6895509,233852834.7693908,157633364.47311193,148296012.181148,81325415.6677932,15424813.603492498,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-07,value_eur,71061097.78119664,237049148.96541217,154996302.67059508,147975370.7676229,81976513.94009614,15245232.235717786,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-08,value_eur,65140702.415193275,242365711.30346733,160540722.71013102,150992341.91728494,80394037.09825726,14859439.919503499,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-09,value_eur,66855894.1271583,247653081.86841866,158831944.60698146,152807041.1476914,75735500.12829031,15517527.953174071,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-10,value_eur,67158395.08081575,257890307.62618595,154782253.47929695,138116879.87789014,78270982.79563095,16124552.853001216,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-11,value_eur,72208629.14655438,258319690.7351041,156968960.09973273,139603333.90859917,78194430.12722026,15929109.477001214,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-12,value_eur,69683491.23356035,260061623.45309108,155440876.84006009,131016234.58477688,74888841.477742,16039716.893627744,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-13,value_eur,71558241.05654061,263805469.65415344,161021301.87348875,120535933.92390274,74426753.88539621,15481479.034699172,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-14,value_eur,74149426.17289063,262732843.3445971,161439302.55355635,99740030.49485138,74754123.66292392,19388728.15019917,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-15,value_eur,74064614.12923531,257902466.32201537,168889265.46914124,88455502.11055776,71694932.95844594,18707047.9457706,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-16,value_eur,69618529.27672596,270858606.26005125,167024231.16039345,89452792.34563044,71084099.97074057,15536832.381665243,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-17,value_eur,69935221.67869441,268579122.98240894,170795315.69798476,88669526.52700888,72448204.51016,16133026.83016524,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-18,value_eur,70183441.98199038,255384543.7555401,172799393.1668532,92589335.69759895,72097682.13726579,16893484.638165243,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-19,value_eur,66731284.73145286,254686243.86145487,175796622.90312147,100412774.48800842,75226993.33045478,22434434.70743846,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-20,value_eur,67292184.68183789,259623875.93501955,174364409.3119101,118447851.49527001,70212068.38669279,22175933.554938458,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-21,value_eur,65295003.06840282,255246769.2093639,186013420.34179243,125725678.306558,70689994.65983036,20549298.136938456,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-22,value_eur,67730578.2024168,250428243.93317538,183237523.67232838,119308672.71401222,78049807.12933429,23615761.113251172,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-23,value_eur,70400489.75115658,245165412.06822228,189574657.3698762,117119626.17831755,81915861.87991993,22647881.30215203,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-24,value_eur,66725415.28934325,238891553.3335269,197113563.5074493,121602338.5865706,75880595.49507743,21106804.387623455,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-25,value_eur,62758219.94217967,241864534.96126124,194206180.1924973,143065932.2866304,78292203.90826437,20149157.782337736,0.0,0.0
default,v2,USD60/bbl (actual),2023-06-26,value_eur,66738602.97683237,243493037.0154676,199753373.35805377,148943002.6161313,81959947.47809322,17788223.99044307,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-06-27,value_eur,62568437.54034865,238483968.6178558,207966476.87132698,158205732.5434312,81062271.97702594,18709998.508657355,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-06-28,value_eur,61593110.83922976,226452305.47010222,216133654.14751413,168092270.4437222,81991346.18429743,17186315.188891497,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-06-29,value_eur,59544120.32284163,223029362.90919128,218047660.79333234,176163398.32615116,79894861.11235157,17866852.706748642,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-06-30,value_eur,59310405.46610195,218562944.0848798,223719054.31705418,182313772.3675361,76111387.53034936,18279118.626748644,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-01,value_eur,64550089.51243101,219578937.25779292,227733833.20872182,186052156.1475866,77746184.50424957,16437356.028534357,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-02,value_eur,61638002.23076021,222136848.2635149,226692315.8821376,174125830.48326904,79758298.19450006,16874056.490534358,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-03,value_eur,61780890.13338451,230315534.60964617,223810969.93995622,166317685.7894216,78470054.72462109,13600524.660790613,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-04,value_eur,63581573.28552274,222870858.11330083,216179353.5080089,145402741.0799622,79727161.3523329,13724830.250076327,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-05,value_eur,63328633.79368788,227669261.20423684,206242122.49389553,138103896.72476164,84174850.86067753,14891026.797076328,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-06,value_eur,65872702.79628556,227426111.348,206898890.72101107,140659739.48450485,77836968.97886167,12285591.140477901,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-07,value_eur,62911061.79871516,231248937.08335456,200942839.0098653,140472826.54736096,76277392.02614816,12533466.4054779,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-08,value_eur,64839583.404302515,224253350.3961206,191191504.02870837,144597322.90471372,85280541.0822485,12080333.560477901,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-09,value_eur,63508158.432398245,217852454.1523819,189535557.1799445,126281292.5255785,88390969.75078979,12230699.105477901,1693928.5751408574,0.0
default,v2,USD60/bbl (actual),2023-07-10,value_eur,59238121.34506995,208930443.6958169,190156007.11565465,122587308.23580207,85581130.22392295,13698550.6949779,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-11,value_eur,61164916.628199525,213342527.74045756,178316603.6917622,122831574.774015,86110044.88540925,13837974.611763615,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-12,value_eur,64064059.59701159,210934409.5485672,167871401.01145992,124001650.53084819,86811820.52049531,11454408.816029472,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-13,value_eur,63765733.72936851,204524286.54892728,159506352.88596684,123202077.59796207,89226432.20919095,12640425.629815187,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-14,value_eur,63619619.87011504,199716889.4196255,158615518.40353087,121427427.69622958,86237602.74304499,13967598.29967233,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-15,value_eur,57836843.25160179,198253525.80111077,146586128.21241423,117800913.53007798,86034594.43532483,13967598.29967233,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-16,value_eur,57627858.36476069,193424400.54031968,138857569.614311,121561630.21500863,81699780.79706737,13061665.634672329,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-17,value_eur,59077088.14303576,191370988.72615004,145249785.53014544,128335701.53728464,81950188.13488975,11474950.246642858,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-18,value_eur,59016598.13536347,192689448.2288177,149128942.04648674,134718181.6902568,83684536.17117748,12553452.958030855,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-19,value_eur,57429251.875713944,194997736.48160237,153217708.06360364,136212540.50345284,80227308.63990559,13207062.727445712,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-20,value_eur,54924502.58437802,195560634.80613822,152597214.60867146,141283431.29210922,79527612.6852183,12510041.402445713,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-21,value_eur,53360898.3635185,192067777.1251945,151260433.81095332,146395919.8309215,80365769.99269588,12542569.514945716,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-22,value_eur,53225804.258656286,199913881.6314955,144658528.2960412,139516572.46546465,75402122.27015987,13431308.574945714,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-23,value_eur,53077635.84518303,198860612.990468,148276429.4440315,136552391.7331815,75205110.3643054,13280943.029945714,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-24,value_eur,55101354.08073526,202445985.2700355,150509182.026265,135007671.65823022,75007995.74506171,12649126.915445715,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-25,value_eur,56987611.61833926,199593924.717161,146246393.75291303,128147254.7018528,77368758.61970326,12292000.420445714,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-26,value_eur,52653874.082540154,200232001.84731513,147123122.10560924,130685611.13595451,77277352.59119451,12292000.420445714,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-27,value_eur,52902910.7086782,196733471.42019826,143885233.10993522,128069180.74898578,78867570.20850138,10924456.436660001,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-28,value_eur,50359887.20814063,191767387.9940804,143811205.43393973,126903570.00355671,80513653.74754657,8804541.541802857,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-29,value_eur,57176154.476755634,189717002.15956354,147010910.20232353,129889452.32606673,80487228.03942259,11623277.323088571,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-30,value_eur,57361847.836459324,190476960.51806974,144697271.53250155,132934271.59747979,81503934.97947837,11332051.718088571,0.0,0.0
default,v2,USD60/bbl (actual),2023-07-31,value_eur,55764487.798927136,187142105.48252994,133088699.00080098,127379861.70236163,86715959.01168716,12495331.483731428,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-01,value_eur,58013174.46566971,188571733.54109567,136191358.15558633,120094061.92024449,82807185.3846441,11958809.59732486,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-02,value_eur,59483244.427896455,186256604.44808698,135296172.02194768,120899896.38223079,79674219.62878908,11453869.781107787,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-03,value_eur,57200899.266857944,187117896.75908092,136151306.0705722,115623931.4378297,79850921.47629789,11453869.781107787,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-04,value_eur,57589233.39976685,188497048.90374416,134792929.17888027,106767626.99782057,85278392.2776923,11173466.403607786,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-05,value_eur,60180309.50278813,187108911.15158987,141984325.00128114,107648671.68562984,87596762.72406235,11174589.173607785,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-06,value_eur,62595741.223185375,190524173.54024535,143927206.53293186,114201628.34961471,81494008.56517775,11174589.173607785,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-07,value_eur,60898432.40592346,195149533.06184745,141105109.9318798,115379685.13073207,85417028.05537224,10826958.648607787,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-08,value_eur,59643507.557840236,201694932.57953992,135893606.75704196,122317426.71655722,82853635.63684295,10957342.693607787,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-09,value_eur,59214886.29556538,213725303.43980676,133867534.47921535,113616951.52307272,88088359.33331752,10957342.693607787,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-10,value_eur,58923773.037659064,223304818.2976467,140311437.17415324,119566733.14149472,89186786.0754178,10024358.883607786,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-11,value_eur,59369228.872945175,227612352.06815574,136629485.4839633,115319450.08833125,88664345.39530201,10122230.173607785,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-12,value_eur,58024793.99746523,227061584.9412721,134814571.86339542,106471627.77725367,87210982.2345369,7702658.1573220715,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-13,value_eur,58391603.012326874,234334739.0746472,145030623.6126797,103067074.60228454,90505008.47229576,8822116.93732207,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-14,value_eur,56818392.78349946,238043547.66898578,148690987.24321106,103266904.88577212,80955436.49911413,6978134.320179215,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-15,value_eur,58243150.94098047,238924892.93167302,149975331.6060103,108859416.02774632,85615446.20992446,6730614.200197786,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-16,value_eur,56348405.44584016,243434332.1937254,144720734.648045,103129655.81780812,89273731.05530933,5756061.19,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-17,value_eur,57046456.81483256,240152468.65726426,142673064.8087092,104536878.9268345,92539049.7098451,6984038.545,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-18,value_eur,56840939.07300551,244674467.87085542,146438031.56711596,114095790.2746602,88344677.90753408,8193183.82892857,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-19,value_eur,52226745.85760374,248966120.80596897,152885912.06636414,111199573.84107535,88148274.00689241,8870086.482328571,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-20,value_eur,50055845.194601245,253931320.89279413,158067482.5184804,110640305.28954332,93451140.71596982,9246185.88732857,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-21,value_eur,50127045.36801617,257832936.99160686,158107530.1613447,113758737.3365571,87972720.7742267,8912513.867328571,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-22,value_eur,50408624.66151329,249417571.2037029,160886979.18318796,111068446.779233,86999052.65079781,8540467.85232857,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-23,value_eur,52217473.27066583,245426118.312022,159915108.75473,108918622.047004,85481915.40855405,9722649.51232857,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-24,value_eur,56310120.656142615,244159652.55117038,150713704.5464603,112090211.89234456,80829544.0284206,9860978.582328571,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-25,value_eur,58531241.49268425,244670144.5046552,154855904.86209694,109552987.82492553,87663276.34085989,11050325.037328571,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-26,value_eur,59512017.47597408,249277000.9942452,154065817.7134141,118745286.97014736,88842525.21503985,10651161.272328572,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-27,value_eur,60353223.549368605,248804187.9030988,145939136.7371387,110851557.61150445,91964269.99364182,11211775.523212856,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-28,value_eur,60079631.07951337,241994132.51925644,148431255.96630186,115561469.85874745,94318800.25505404,12764147.773212856,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-29,value_eur,57898026.93770592,245569437.46819904,144346497.21186504,111930204.48937745,96296288.37173179,11988979.753212858,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-30,value_eur,62087625.88899028,248925088.1208467,147816722.88833565,116634905.08956158,98986090.14586344,11729610.368212858,0.0,0.0
default,v2,USD60/bbl (actual),2023-08-31,value_eur,64442554.46036267,246885287.05772877,150597022.22283345,116798916.3390315,97332291.62087406,12073939.188212857,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-01,value_eur,67550151.83139697,239054725.0153791,163215302.48206547,110818616.02451897,95572416.9174103,10864793.904284285,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-02,value_eur,68196719.51679604,235073804.52863237,157206828.5391551,115579809.29323557,93095355.99948402,9880071.485884285,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-03,value_eur,69186534.37215434,232815426.43199542,146818721.059216,110154626.71507517,87339865.55866387,10981963.768955713,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-04,value_eur,71980635.0703467,230431750.84931412,137567765.47062802,109839151.82238515,87974420.28414723,12733186.05202741,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-05,value_eur,69603227.19428365,234289055.6218818,150867630.607481,111271321.48578261,87095204.29206933,14773002.23702741,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-06,value_eur,70701395.92943515,243974990.79758644,157471490.276159,116296460.92831196,85793638.23827957,14467639.170212839,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-07,value_eur,69965637.06671031,243676306.19930047,156374274.273289,116583226.66599141,91942440.77753067,19120776.204105698,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-08,value_eur,74357722.64080153,244598807.42259997,151098072.89440507,115824565.45900533,86730456.57133198,18347406.519105695,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-09,value_eur,69127844.96855517,245496239.8929646,155686730.3599682,118976330.91895887,93169975.75606766,20017260.474105697,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-10,value_eur,70732061.56052595,238064475.61348787,157904615.67583343,127371218.24889009,87053018.32854033,19306033.28822141,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-11,value_eur,71200279.95139764,244049236.26019266,158265748.94028348,125288673.31531502,92269897.51506533,17975700.080545772,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-12,value_eur,72606216.91793285,234094376.33303738,170493565.70307356,124111060.63550596,87329629.2299505,18624585.02054577,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-13,value_eur,68973146.73134658,225626730.830048,166591380.53397128,120792822.45588152,86206349.53741738,18624585.02054577,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-14,value_eur,71433736.59865661,242120432.99121568,166391455.3186147,125949556.0621271,88838110.06065188,17052278.84554577,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-15,value_eur,69581638.87223636,254533780.1887891,149195824.35860673,129811168.68499066,88857493.58278604,19804919.03683162,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-16,value_eur,72125686.10243385,258574204.35447744,148529345.08187106,134802422.30308503,91180747.33497298,19703756.18966255,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-17,value_eur,74059059.74453889,259560156.3550084,158095032.06464058,148109773.03098726,92226833.63148013,18617516.08159112,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-18,value_eur,72830285.58940044,249734710.97392297,164294707.0323444,141161164.64444387,92342565.91177127,17377020.938519422,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-19,value_eur,73159184.08001605,252671494.8033838,153281174.08578005,137686700.10164043,99718890.72736263,14874794.78351942,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-20,value_eur,73114885.46541104,232894127.99709183,149008021.07339436,135283948.22732288,99473914.91010226,13997976.190333994,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-21,value_eur,70864611.7213272,234582057.51723427,166949218.25376564,127221335.24619305,94318324.52852027,10183614.951441137,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-22,value_eur,69718824.23231664,230663469.17865184,176453367.6957378,133713283.42046902,98611962.77862556,9279242.746441137,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-23,value_eur,69516607.56227317,228748503.88841102,172593154.98019966,125520396.63636227,98639339.52143148,7784864.421441137,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-24,value_eur,70060897.45263743,232865762.49812946,170618820.26204926,121811615.23365529,98911510.8481027,6937848.636441137,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-25,value_eur,73387367.92820868,229851723.27353126,168921876.6582974,125744448.6329795,97068585.58733156,7497533.44911678,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-26,value_eur,69626264.21849933,231279704.9585624,169661530.35685086,134788543.68172714,98946873.82001427,7231560.6541167805,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-27,value_eur,72307892.18169461,230650336.65622383,173390613.07630464,131130257.75777732,96676041.47298333,8154199.940870066,0.0,0.0
default,v2,USD60/bbl (actual),2023-09-28,value_eur,71336941.38625714,228592020.0276191,173561760.47826234,130121611.54700537,96673374.89699991,8178120.650870067,0.0,0.0
