pricing_scenario,version,pricing_scenario_name,date,variable,Crude oil,Oil products and chemicals,Pipeline gas,Coal,LNG,Crude oil qty,Oil products and chemicals qty,Pipeline gas qty,Coal qty,LNG qty
default,v2,USD60/bbl (actual),16/02/2024,value_eur,280954850.30,183512688.80,80442239.63,56011438.84,39472243.90,649344.04,286902.53,207554.20,367527.86,96445.37
default,v2,USD60/bbl (actual),17/02/2024,value_eur,284622330.90,188420710.40,80319603.53,62134770.90,45213547.55,658049.55,294274.81,207427.02,409550.21,110387.71
default,v2,USD60/bbl (actual),18/02/2024,value_eur,294539550.20,182393747.00,80329346.10,60912184.11,43736457.29,680989.81,285441.67,207587.97,403218.29,106773.59
default,v2,USD60/bbl (actual),19/02/2024,value_eur,304268887.00,178031244.50,78078459.27,60479111.13,41607165.62,704574.43,275415.06,202659.15,400340.57,101613.74
default,v2,USD60/bbl (actual),20/02/2024,value_eur,302259109.50,176348104.80,78158600.31,56278216.21,38379077.77,698212.84,271533.97,202967.81,374233.50,94764.50
default,v2,USD60/bbl (actual),21/02/2024,value_eur,296377540.60,181058324.80,78207651.44,58369275.83,41749237.83,684314.12,277585.11,203205.13,389205.79,103021.73
default,v2,USD60/bbl (actual),22/02/2024,value_eur,287883252.40,177029773.70,78230018.17,62110107.30,39581550.73,661921.36,269371.79,203380.64,413314.86,98010.48
default,v2,USD60/bbl (actual),23/02/2024,value_eur,281579393.80,166719580.90,78127715.10,62894506.15,41786513.20,644094.55,250080.67,203266.96,421439.79,103036.46
default,v2,USD60/bbl (actual),24/02/2024,value_eur,279980657.00,172026413.00,78035615.63,65473583.81,41773888.33,639525.09,263069.74,203188.63,437637.21,103302.28
default,v2,USD60/bbl (actual),25/02/2024,value_eur,277357210.00,166696550.80,77992061.97,65301032.09,47298749.93,631428.77,253530.84,203223.41,440961.93,117754.93
default,v2,USD60/bbl (actual),26/02/2024,value_eur,269450486.80,168470829.50,77852323.42,64683203.58,44147645.48,609609.91,256783.23,203049.80,435802.07,110525.18
default,v2,USD60/bbl (actual),27/02/2024,value_eur,268477913.00,162864464.00,77781098.48,64261165.10,40135882.65,606044.05,247819.39,203038.03,435898.64,100672.81
default,v2,USD60/bbl (actual),28/02/2024,value_eur,283637739.80,161993356.10,77711214.81,62851716.94,36802671.94,642157.29,246204.68,203035.22,424019.50,92332.28
default,v2,USD60/bbl (actual),29/02/2024,value_eur,271294896.40,171089932.50,77690204.66,62021736.77,31720804.50,610600.44,259297.18,203146.04,417862.86,80467.69
default,v2,USD60/bbl (actual),01/03/2024,value_eur,275132446.40,169820518.30,76562758.49,61012147.91,35513621.42,621069.99,257741.52,200376.37,411518.21,90049.12
default,v2,USD60/bbl (actual),02/03/2024,value_eur,286694823.60,163116523.80,75357025.80,58606756.74,32393871.16,649245.66,245875.53,197433.51,394980.29,83061.47
default,v2,USD60/bbl (actual),03/03/2024,value_eur,293310522.20,171277866.90,74083754.62,57619555.70,37861826.88,663714.65,259571.14,194328.08,389473.36,96379.72
default,v2,USD60/bbl (actual),04/03/2024,value_eur,286240664.00,170222173.70,75077773.18,55921774.37,41594820.79,644847.47,263364.02,196318.88,378327.29,107331.82
default,v2,USD60/bbl (actual),05/03/2024,value_eur,293747013.80,172786182.60,73903249.75,56243125.97,39670207.19,661722.09,271671.11,193415.80,381069.00,102075.77
default,v2,USD60/bbl (actual),06/03/2024,value_eur,301519666.70,177156655.30,72829071.27,56146623.86,35635986.19,678946.56,277109.77,190719.10,376582.07,92223.45
default,v2,USD60/bbl (actual),07/03/2024,value_eur,303409198.40,193996985.00,71829061.09,53035571.52,35557125.25,681567.46,305960.89,188182.60,354573.71,92613.42
default,v2,USD60/bbl (actual),08/03/2024,value_eur,323271677.40,203104579.40,70828805.47,53297378.47,33246724.93,730131.04,321855.96,185632.96,353335.57,87306.83
default,v2,USD60/bbl (actual),09/03/2024,value_eur,325021748.70,198459265.40,69851331.20,53320223.30,36803022.28,734815.18,308974.11,183114.00,356440.71,96842.59
default,v2,USD60/bbl (actual),10/03/2024,value_eur,333721503.50,200977394.40,68918954.84,51100243.41,35032015.48,755298.31,317409.82,180681.23,340117.29,91177.07
default,v2,USD60/bbl (actual),11/03/2024,value_eur,336080501.40,198703295.10,67973784.72,50827634.36,35351209.85,759928.27,311970.96,178204.26,340462.86,92112.43
default,v2,USD60/bbl (actual),12/03/2024,value_eur,343709151.80,204724503.70,66990499.05,49898709.35,37192140.13,776009.15,321873.20,175638.47,331990.43,96978.51
default,v2,USD60/bbl (actual),13/03/2024,value_eur,338705395.70,218083046.20,66063010.36,50556166.87,34183323.66,762246.89,343356.48,173188.94,337896.36,89575.90
default,v2,USD60/bbl (actual),14/03/2024,value_eur,341126286.50,222207296.30,65049184.70,50407541.04,39588922.29,769709.21,346703.12,170533.08,338101.86,104285.17
default,v2,USD60/bbl (actual),15/03/2024,value_eur,349880667.20,232570965.50,65075232.42,53300564.37,37329554.12,784810.97,367832.74,170582.74,357056.79,99363.39
default,v2,USD60/bbl (actual),16/03/2024,value_eur,345555613.60,233702561.00,65160572.99,53960224.17,36232945.06,773226.40,368368.25,170749.74,359097.79,97074.13
default,v2,USD60/bbl (actual),17/03/2024,value_eur,335760219.60,233609687.50,65269361.57,58386878.12,31168897.69,751299.88,369659.86,170957.74,386214.50,84519.38
default,v2,USD60/bbl (actual),18/03/2024,value_eur,335181544.50,230025131.80,65404495.71,60215286.24,27231367.48,749300.63,361555.85,171212.10,399920.43,73489.38
default,v2,USD60/bbl (actual),19/03/2024,value_eur,333588637.00,236056954.00,65555344.67,60253426.33,30381103.64,742771.92,364374.73,171478.72,401319.50,81012.95
default,v2,USD60/bbl (actual),20/03/2024,value_eur,319529618.30,239654850.80,65715640.97,61341929.84,30606687.66,710815.82,371268.08,171759.21,409288.43,82221.39
default,v2,USD60/bbl (actual),21/03/2024,value_eur,327827041.70,232996531.60,65881910.14,61636871.72,32240089.71,733182.53,362617.20,172044.92,412332.57,86770.87
default,v2,USD60/bbl (actual),22/03/2024,value_eur,314922997.50,233719534.40,65997624.09,59729188.83,34779709.12,699781.43,363957.45,172210.39,401766.79,93012.82
default,v2,USD60/bbl (actual),23/03/2024,value_eur,316670290.10,232904279.70,66071877.98,58225621.01,34457716.38,701970.90,366297.70,172269.91,389472.64,93225.43
default,v2,USD60/bbl (actual),24/03/2024,value_eur,297284510.10,225552684.60,66128485.82,60632618.55,30598423.72,655462.50,351084.23,172271.01,406646.07,84157.69
default,v2,USD60/bbl (actual),25/03/2024,value_eur,306519596.80,221058284.40,66298742.40,59263176.30,34007258.67,675123.77,344076.75,172503.29,394401.43,93074.70
default,v2,USD60/bbl (actual),26/03/2024,value_eur,296471181.60,217267101.50,66469338.56,60758232.40,32166328.39,651181.58,338623.06,172698.12,403717.64,88208.61
default,v2,USD60/bbl (actual),27/03/2024,value_eur,283058274.40,210302187.60,66612112.55,64528513.08,34081096.78,618802.62,325923.07,172802.87,428138.00,92736.24
default,v2,USD60/bbl (actual),28/03/2024,value_eur,299262455.10,216151043.10,66763224.44,65379573.64,28561065.68,655169.64,338757.75,172915.64,432816.86,77688.83
default,v2,USD60/bbl (actual),29/03/2024,value_eur,278804204.30,221999446.40,66838816.81,65102693.61,28917725.86,610795.35,345161.32,172857.68,430388.57,77676.32
default,v2,USD60/bbl (actual),30/03/2024,value_eur,275831864.40,223631039.10,66739614.22,64542477.92,30872305.74,601255.41,347988.35,172400.87,427417.57,82198.15
default,v2,USD60/bbl (actual),31/03/2024,value_eur,271607522.70,222673989.10,66601721.11,63102501.44,33583628.71,587774.37,342173.76,171856.70,421423.21,89941.89
default,v2,USD60/bbl (actual),01/04/2024,value_eur,283480975.30,241372999.50,65174981.21,60280322.88,37176489.70,612264.51,374360.02,167984.76,403057.71,100009.74
default,v2,USD60/bbl (actual),02/04/2024,value_eur,279013668.30,251724962.00,63785477.71,63449119.03,34048101.87,602713.89,393275.66,164205.60,424836.21,92546.34
default,v2,USD60/bbl (actual),03/04/2024,value_eur,300661807.40,252094567.20,62474168.25,60728650.54,35214171.93,650931.17,395415.63,160591.94,409501.93,95185.82
default,v2,USD60/bbl (actual),04/04/2024,value_eur,298526059.30,242409185.40,61210520.70,61620692.14,35420819.87,641305.58,372995.44,157097.08,412702.93,95250.95
default,v2,USD60/bbl (actual),05/04/2024,value_eur,304701333.50,251583140.10,59859371.69,62678874.94,36632758.54,657583.97,388435.11,153419.88,418528.93,99218.38
default,v2,USD60/bbl (actual),06/04/2024,value_eur,317944799.80,249974775.00,58470882.22,63348269.70,31574125.05,687502.87,383291.31,149664.73,425783.64,84471.08
default,v2,USD60/bbl (actual),07/04/2024,value_eur,329899388.20,266478874.10,57081788.53,63340988.97,35111167.49,713217.63,408562.60,145923.09,421123.50,93930.00
default,v2,USD60/bbl (actual),08/04/2024,value_eur,319762805.90,263830232.70,55575593.38,67380139.46,31383138.18,691260.39,403375.49,141928.22,447916.57,84077.63
default,v2,USD60/bbl (actual),09/04/2024,value_eur,324481714.20,268067228.00,54075640.55,65481084.24,36054419.01,701704.79,407849.00,137954.91,434933.00,96192.28
default,v2,USD60/bbl (actual),10/04/2024,value_eur,326281127.20,267385659.90,52576515.12,68851977.90,35859168.08,707663.37,412180.00,133993.93,455124.00,96214.14
default,v2,USD60/bbl (actual),11/04/2024,value_eur,320499805.70,263181776.80,51190836.24,70853467.02,39378806.36,692524.40,407689.72,130282.00,468388.71,106116.52
default,v2,USD60/bbl (actual),12/04/2024,value_eur,319266011.10,257918621.40,49961806.43,67030876.67,37228497.60,688780.88,397097.53,126906.01,440805.64,100872.98
default,v2,USD60/bbl (actual),13/04/2024,value_eur,317903941.00,252365613.10,48877647.30,67441026.79,35684456.01,683968.05,388077.56,123855.47,448169.00,97268.22
default,v2,USD60/bbl (actual),14/04/2024,value_eur,316891865.90,248858937.40,47864226.58,68766276.41,35973597.58,682470.36,384176.59,120947.22,455638.71,97776.49
default,v2,USD60/bbl (actual),15/04/2024,value_eur,296299061.80,225974070.10,48133851.40,69188099.77,34236187.05,637536.39,344553.77,121344.73,456151.43,91864.56
default,v2,USD60/bbl (actual),16/04/2024,value_eur,307046315.40,202135550.90,48369611.74,66909907.44,37031728.65,658521.03,307400.67,121655.14,435301.50,98661.04
default,v2,USD60/bbl (actual),17/04/2024,value_eur,284579795.00,203604245.40,48636598.19,67395289.63,35769607.44,606848.30,310218.77,122038.33,441277.14,95460.34
default,v2,USD60/bbl (actual),18/04/2024,value_eur,280054393.60,214237980.90,48891531.89,67708607.88,34077227.66,597053.66,331604.83,122380.26,446797.00,91138.85
default,v2,USD60/bbl (actual),19/04/2024,value_eur,286232216.10,207479118.00,49224366.60,70824620.45,32190331.10,608739.91,317386.18,122888.80,464383.07,86173.01
default,v2,USD60/bbl (actual),20/04/2024,value_eur,276303466.60,209371174.10,49499234.93,70864604.84,33862599.01,585243.05,322718.71,123297.29,460798.00,90855.34
default,v2,USD60/bbl (actual),21/04/2024,value_eur,271880695.50,195727231.10,49824161.51,70440921.06,30560159.39,576994.55,300456.76,123814.63,462560.36,82051.17
default,v2,USD60/bbl (actual),22/04/2024,value_eur,272214478.20,200554310.00,50310392.63,69344966.83,32463161.58,576021.04,308268.69,124664.19,454944.64,86751.34
default,v2,USD60/bbl (actual),23/04/2024,value_eur,276006639.10,192744356.50,50689914.68,73348598.04,35132534.12,584683.54,296021.14,125293.21,484259.00,94128.33
default,v2,USD60/bbl (actual),24/04/2024,value_eur,282791476.30,200761615.70,50987398.37,72113650.82,35600365.80,596885.29,304397.06,125754.82,480273.29,94822.39
default,v2,USD60/bbl (actual),25/04/2024,value_eur,305809834.70,199210047.70,51314699.60,75084311.40,35776854.87,648348.80,298944.83,126279.47,497865.57,94180.95
default,v2,USD60/bbl (actual),26/04/2024,value_eur,305812995.70,193319541.20,51565923.52,76544942.27,36854205.48,646321.53,290440.97,126654.67,505143.86,96688.75
default,v2,USD60/bbl (actual),27/04/2024,value_eur,301310014.80,215757198.10,51729687.64,74055648.35,40621856.63,637734.08,329524.23,126849.12,486399.71,106551.88
default,v2,USD60/bbl (actual),28/04/2024,value_eur,306340060.40,210064719.70,51734588.50,72137122.06,36665537.36,647214.48,321774.29,126722.09,472330.57,96039.78
default,v2,USD60/bbl (actual),29/04/2024,value_eur,311829165.00,221742234.70,51835132.78,74094004.24,34996243.68,657257.33,336736.48,126789.48,484697.86,91162.15
default,v2,USD60/bbl (actual),30/04/2024,value_eur,300786124.80,234555354.60,51734916.89,75333489.24,34500610.15,635060.94,359641.47,126450.01,497278.07,89768.47
default,v2,USD60/bbl (actual),01/05/2024,value_eur,318409950.00,236925588.30,51947955.40,73725920.78,32628686.33,668944.37,363310.80,127201.10,483287.36,84524.93
default,v2,USD60/bbl (actual),02/05/2024,value_eur,323759866.90,237492236.20,52170364.23,74057950.25,34329074.36,680383.67,356870.91,127979.49,486165.07,88990.04
default,v2,USD60/bbl (actual),03/05/2024,value_eur,307683541.90,235649148.00,52467771.75,72273985.96,36340562.98,643176.33,353350.58,128924.64,477279.79,94251.87
default,v2,USD60/bbl (actual),04/05/2024,value_eur,316752770.70,231191881.00,52925713.43,74472874.49,38393591.74,660717.13,342662.85,130207.84,492618.00,99128.25
default,v2,USD60/bbl (actual),05/05/2024,value_eur,320863667.00,235484887.30,53360529.57,75598872.86,38158988.92,667562.12,348663.44,131452.63,496782.00,98473.50
default,v2,USD60/bbl (actual),06/05/2024,value_eur,322628468.00,238870772.60,53680617.56,75729586.97,40288978.74,669559.19,351752.05,132469.53,497645.36,103854.49
default,v2,USD60/bbl (actual),07/05/2024,value_eur,326613506.00,248763066.20,54139676.16,73325425.26,35011386.05,674176.02,369276.69,133783.82,478575.57,89887.55
default,v2,USD60/bbl (actual),08/05/2024,value_eur,330006344.00,239805432.70,54687276.57,70152886.20,34875531.10,680715.85,360586.14,135295.14,453980.79,89887.55
default,v2,USD60/bbl (actual),09/05/2024,value_eur,309970813.50,248186394.00,55168185.29,72153605.33,30965127.40,630943.04,370571.79,136684.38,473398.93,80029.39
default,v2,USD60/bbl (actual),10/05/2024,value_eur,324612891.20,253557603.40,55602740.74,74330798.11,31839056.40,664586.89,379692.57,137999.76,489487.57,82765.14
default,v2,USD60/bbl (actual),11/05/2024,value_eur,325686660.50,230906889.70,56093176.13,77549552.03,27821490.28,664852.68,341055.59,139446.65,509308.86,71979.15
default,v2,USD60/bbl (actual),12/05/2024,value_eur,342858959.90,246433195.50,56717014.14,80754754.91,27821490.28,698211.14,364110.00,141204.37,529452.14,71979.15
default,v2,USD60/bbl (actual),13/05/2024,value_eur,341965554.30,249168220.30,57277868.88,80762783.69,30051782.43,698062.92,369336.90,142856.56,527685.50,77852.62
default,v2,USD60/bbl (actual),14/05/2024,value_eur,341674927.70,252152073.60,58021579.32,80160260.84,31688157.95,695936.26,373941.73,144911.43,521229.64,82895.02
default,v2,USD60/bbl (actual),15/05/2024,value_eur,338107469.70,244905355.00,58249893.66,81844507.11,35928658.77,694677.52,358160.93,145474.00,534241.64,93262.58
default,v2,USD60/bbl (actual),16/05/2024,value_eur,320357077.40,244782102.10,58462851.77,80849071.93,34376574.99,655753.62,357465.54,146015.10,526628.57,88411.55
default,v2,USD60/bbl (actual),17/05/2024,value_eur,320252568.20,248282417.30,58661829.74,78640472.94,31481025.36,654931.74,359701.25,146542.84,512823.79,80139.31
default,v2,USD60/bbl (actual),18/05/2024,value_eur,318314662.30,256491239.90,58745803.64,77333220.36,29659444.50,652376.26,374966.39,146842.70,506411.07,75542.99
default,v2,USD60/bbl (actual),19/05/2024,value_eur,316801590.00,251873507.60,58825332.28,75024596.46,33644319.78,651670.99,369798.01,147144.96,493777.79,85745.39
default,v2,USD60/bbl (actual),20/05/2024,value_eur,319711076.50,272333294.30,58909196.26,75228879.52,31642178.53,661102.31,403697.93,147466.14,495674.00,80541.71
default,v2,USD60/bbl (actual),21/05/2024,value_eur,311286498.20,269884172.40,59001037.39,76704591.16,35415538.22,647560.19,398491.33,147819.43,504307.36,90066.09
default,v2,USD60/bbl (actual),22/05/2024,value_eur,299843365.40,262126178.90,59049007.87,74854365.61,36163606.07,624358.46,381681.70,148076.71,495336.57,91962.20
default,v2,USD60/bbl (actual),23/05/2024,value_eur,296601681.00,259440989.60,59217183.63,69044202.86,36163606.07,623587.72,376924.40,148573.98,452884.21,91962.20
default,v2,USD60/bbl (actual),24/05/2024,value_eur,293247136.00,253173600.30,59515763.60,66276460.37,36218729.49,617531.57,366676.61,149323.26,436111.64,91974.71
default,v2,USD60/bbl (actual),25/05/2024,value_eur,309346249.10,267139173.20,59757499.06,68310154.56,40202478.22,658035.85,384284.39,149954.27,448602.07,101814.57
default,v2,USD60/bbl (actual),26/05/2024,value_eur,293798268.30,258245875.90,59954459.51,65742611.61,40202478.22,629691.73,370452.73,150480.52,432679.93,101814.57
default,v2,USD60/bbl (actual),27/05/2024,value_eur,289770471.60,251082633.20,60179530.47,63182924.88,37991933.95,622283.99,359301.03,151048.12,417517.21,96644.53
default,v2,USD60/bbl (actual),28/05/2024,value_eur,291635408.50,242623485.40,60365399.89,61866184.07,35916272.03,629822.39,346657.85,151517.18,409318.50,91076.58
default,v2,USD60/bbl (actual),29/05/2024,value_eur,290238248.50,242223485.50,60520454.83,62295316.70,33674101.12,628787.83,347566.78,151894.37,410217.21,85952.56
default,v2,USD60/bbl (actual),30/05/2024,value_eur,301350943.60,232708201.60,60629483.94,66300853.96,39868281.78,656474.73,335904.08,152152.51,433387.71,100362.45
default,v2,USD60/bbl (actual),31/05/2024,value_eur,313727457.80,235889750.80,60819757.78,65004723.91,38887681.27,683053.73,340927.25,152556.87,423830.79,98129.32
default,v2,USD60/bbl (actual),01/06/2024,value_eur,306945516.90,235675499.50,60745214.21,64556384.58,40945160.36,671334.77,339652.88,152451.70,419164.43,102452.42
default,v2,USD60/bbl (actual),02/06/2024,value_eur,311250017.50,236620191.20,60723793.50,66027621.95,38982871.49,680083.50,341082.27,152443.55,426279.43,97506.07
default,v2,USD60/bbl (actual),03/06/2024,value_eur,301883853.70,216126541.00,60772046.25,63685172.93,40113298.14,660642.96,306501.02,152566.45,410348.00,100158.37
default,v2,USD60/bbl (actual),04/06/2024,value_eur,301007142.40,216048754.60,59733067.57,61153925.11,38564940.10,656750.63,307106.63,150410.92,397228.43,96137.14
default,v2,USD60/bbl (actual),05/06/2024,value_eur,309853227.70,231246687.90,58647354.54,62739229.24,35765378.05,678349.57,333620.63,148165.40,405822.43,88997.48
default,v2,USD60/bbl (actual),06/06/2024,value_eur,309836372.40,223806646.30,57408609.17,64945993.88,37834737.36,676847.85,327938.75,145599.28,420042.43,93593.80
default,v2,USD60/bbl (actual),07/06/2024,value_eur,304965644.20,226331483.00,56151643.62,66773071.83,41124438.08,667831.28,329669.02,143003.56,429699.79,100512.71
default,v2,USD60/bbl (actual),08/06/2024,value_eur,298029482.60,222936118.10,54929082.36,64139383.13,41451807.95,652211.06,328855.15,140481.60,414073.64,101226.39
default,v2,USD60/bbl (actual),09/06/2024,value_eur,297997900.40,228122722.00,54055556.13,67749668.08,41451807.95,653462.00,334333.87,138723.00,439459.50,101226.39
default,v2,USD60/bbl (actual),10/06/2024,value_eur,313046373.70,233482741.90,53174563.56,69585766.64,41867173.62,686194.78,344205.49,136960.87,453073.71,101514.52
default,v2,USD60/bbl (actual),11/06/2024,value_eur,309911278.20,231507086.00,52929529.98,73802362.93,45346369.63,679098.58,337348.10,136465.59,475338.14,109216.58
default,v2,USD60/bbl (actual),12/06/2024,value_eur,304447884.50,244797763.20,52727408.39,74339862.49,47806322.89,665901.68,360073.64,136067.63,480386.50,115046.35
default,v2,USD60/bbl (actual),13/06/2024,value_eur,305758500.00,243354978.80,52535661.04,70786398.64,39493952.74,668876.64,359873.65,135690.04,462468.14,95485.73
default,v2,USD60/bbl (actual),14/06/2024,value_eur,290655898.30,247487808.40,52334292.16,76028773.83,43649544.30,641813.17,370783.33,135275.00,500160.14,105680.94
default,v2,USD60/bbl (actual),15/06/2024,value_eur,293244591.00,241537802.70,52414399.90,76048022.23,39488693.48,646103.78,364807.56,135381.98,500566.43,95834.23
default,v2,USD60/bbl (actual),16/06/2024,value_eur,286459851.00,243918386.30,52476471.87,74795763.43,37466107.08,632524.54,368562.85,135438.20,496751.64,90578.18
default,v2,USD60/bbl (actual),17/06/2024,value_eur,286316961.80,247176890.40,52478619.46,73855063.59,37121350.20,631147.29,372297.80,135373.81,493005.00,89732.66
default,v2,USD60/bbl (actual),18/06/2024,value_eur,286252938.50,247454989.30,53492880.83,77710269.21,36897732.35,634324.58,372536.66,137402.72,516600.86,88544.68
default,v2,USD60/bbl (actual),19/06/2024,value_eur,304700972.60,243503443.40,54699154.76,76933444.55,39228774.53,674149.92,363693.03,139802.61,508831.64,93702.21
default,v2,USD60/bbl (actual),20/06/2024,value_eur,323330373.90,245631033.90,55977549.63,77252464.09,39313136.61,719686.95,361136.32,142340.86,518280.36,94367.73
default,v2,USD60/bbl (actual),21/06/2024,value_eur,321511168.70,247130086.00,57170603.64,78489124.33,36182846.68,716173.87,365373.56,144682.89,531197.43,87448.82
default,v2,USD60/bbl (actual),22/06/2024,value_eur,304015148.50,246613838.00,58459119.70,77636492.91,33069030.95,676127.63,361717.54,147201.48,524350.57,79130.27
default,v2,USD60/bbl (actual),23/06/2024,value_eur,295799140.50,239151703.00,59423830.30,72234006.92,33069030.95,658790.67,352683.93,149004.48,489403.29,79130.27
default,v2,USD60/bbl (actual),24/06/2024,value_eur,288000266.50,239510959.60,60315892.01,76793438.39,33105072.97,643622.38,354852.38,150648.77,516078.43,79438.53
default,v2,USD60/bbl (actual),25/06/2024,value_eur,294050933.50,244656939.40,60548480.24,73009346.10,29913517.18,659043.26,365008.48,150963.82,498386.07,72042.59
default,v2,USD60/bbl (actual),26/06/2024,value_eur,288193148.50,232107550.40,60801923.02,71951304.74,25455234.01,644827.23,343421.16,151296.08,491656.50,60969.27
default,v2,USD60/bbl (actual),27/06/2024,value_eur,290384605.00,237939393.60,60894032.86,68560595.67,27720710.52,647648.40,352927.29,151328.84,469336.86,66397.46
default,v2,USD60/bbl (actual),28/06/2024,value_eur,290165561.30,235604765.20,60979339.24,67868381.30,23934846.88,642230.15,347223.40,151361.86,461530.21,57092.61
default,v2,USD60/bbl (actual),29/06/2024,value_eur,277902704.50,241774970.20,61097393.81,71532498.87,28314691.38,615429.93,355692.70,151461.43,489016.71,67592.20
default,v2,USD60/bbl (actual),30/06/2024,value_eur,289702117.00,226518671.30,61163895.21,71114219.73,30186368.04,640434.30,333011.72,151463.01,482097.79,71807.58
default,v2,USD60/bbl (actual),01/07/2024,value_eur,292673494.40,220777462.40,61835730.51,74809159.51,29383068.90,647813.01,326800.48,152879.92,506842.21,69956.00
default,v2,USD60/bbl (actual),02/07/2024,value_eur,295357116.30,217326398.50,62525129.96,68238105.71,27910444.35,653385.11,319729.99,154333.94,464991.86,66295.04
default,v2,USD60/bbl (actual),03/07/2024,value_eur,269042741.50,210534709.40,63106808.48,67287498.93,32169039.25,595255.68,308580.27,155567.03,461253.29,76587.10
default,v2,USD60/bbl (actual),04/07/2024,value_eur,251323314.10,210582956.20,63661186.62,67459077.24,39040249.76,554189.56,308629.74,156743.52,454777.00,92238.44
default,v2,USD60/bbl (actual),05/07/2024,value_eur,258054928.50,211716007.80,64285180.53,67988021.97,41272184.86,568947.65,312372.00,158060.92,455460.57,97469.48
default,v2,USD60/bbl (actual),06/07/2024,value_eur,259966398.50,201526572.40,64833109.38,72687595.82,38124140.54,573011.10,299374.13,159232.43,487414.36,89978.44
default,v2,USD60/bbl (actual),07/07/2024,value_eur,268874208.50,214606289.10,65422648.29,72318232.21,38124140.54,592878.73,321003.07,160465.17,484539.36,89978.44
default,v2,USD60/bbl (actual),08/07/2024,value_eur,281776270.20,218301258.60,65956717.68,67873856.33,38707927.67,623197.65,322458.91,161575.94,459687.29,91176.26
default,v2,USD60/bbl (actual),09/07/2024,value_eur,275377864.10,212057759.70,66526228.88,73617555.16,38742720.81,606075.04,313603.61,162755.74,491346.71,91194.55
default,v2,USD60/bbl (actual),10/07/2024,value_eur,284881201.80,215503113.90,67045575.98,77140251.95,38742720.81,627588.35,319622.67,163848.23,512377.57,91194.55
default,v2,USD60/bbl (actual),11/07/2024,value_eur,289736003.90,210831376.10,67682471.93,82164932.33,38680265.70,636376.89,311536.59,165172.47,546304.00,91022.41
default,v2,USD60/bbl (actual),12/07/2024,value_eur,292670115.30,203294969.20,68359942.42,80258411.21,38700730.42,641007.42,302229.55,166530.95,534449.71,91067.41
default,v2,USD60/bbl (actual),13/07/2024,value_eur,309207703.60,215858281.80,69039437.16,74498131.08,34320885.93,677434.15,319344.75,167945.64,491387.14,80567.82
default,v2,USD60/bbl (actual),14/07/2024,value_eur,289977635.00,223820987.00,69773752.90,77110963.04,37082338.30,635119.75,331618.34,169480.90,506155.86,87119.59
default,v2,USD60/bbl (actual),15/07/2024,value_eur,298580380.60,227086081.60,69934481.10,77099796.88,35069116.89,650646.82,337776.09,169669.97,501600.14,82286.91
default,v2,USD60/bbl (actual),16/07/2024,value_eur,291473452.30,227196206.00,70071526.30,80200992.35,34795925.47,634128.04,339924.21,169811.86,524735.86,81645.22
default,v2,USD60/bbl (actual),17/07/2024,value_eur,306672203.20,232472712.90,70185055.13,81648251.43,30393679.47,662755.67,349990.46,169917.28,532095.86,71439.17
default,v2,USD60/bbl (actual),18/07/2024,value_eur,296355979.60,234541484.40,70253603.85,80466022.71,23559322.64,637526.10,353918.52,169952.48,523520.07,55782.04
default,v2,USD60/bbl (actual),19/07/2024,value_eur,294883416.60,242497568.80,70302414.13,76775388.47,21344396.12,628767.58,365915.74,169967.50,501572.79,50551.00
default,v2,USD60/bbl (actual),20/07/2024,value_eur,302933748.10,258851672.30,70432379.77,72406822.78,21344396.12,645079.86,389128.31,170181.89,471390.14,50551.00
default,v2,USD60/bbl (actual),21/07/2024,value_eur,294742193.60,250925885.80,70505583.33,74552399.34,23400268.71,627685.02,377078.62,170317.17,485349.93,55276.29
default,v2,USD60/bbl (actual),22/07/2024,value_eur,278502393.40,248494839.70,70570338.10,77386051.95,20774621.00,587496.04,373698.25,170447.59,505406.36,49229.20
default,v2,USD60/bbl (actual),23/07/2024,value_eur,290438179.30,256565158.30,70642897.34,71596175.25,25110348.20,611804.30,385648.74,170612.83,471854.86,59390.09
default,v2,USD60/bbl (actual),24/07/2024,value_eur,283109106.00,253261619.40,70728439.53,70590596.23,27451143.58,592848.56,381321.78,170820.90,469420.00,64651.92
default,v2,USD60/bbl (actual),25/07/2024,value_eur,278912803.40,252724687.00,70833259.01,68855447.15,27288671.77,581338.91,382173.25,171058.10,458112.14,63992.19
default,v2,USD60/bbl (actual),26/07/2024,value_eur,274647170.20,253656655.90,70820740.69,69808418.68,26898479.12,572487.44,384717.10,171143.86,461455.21,63056.83
default,v2,USD60/bbl (actual),27/07/2024,value_eur,262737362.10,235071168.20,70758588.80,71812602.46,30928433.76,545343.50,355095.02,171111.30,476786.93,72528.26
default,v2,USD60/bbl (actual),28/07/2024,value_eur,281875964.20,238971400.80,70665255.22,70595176.33,27334876.74,587209.01,358517.61,171028.40,474991.57,64010.99
default,v2,USD60/bbl (actual),29/07/2024,value_eur,273888964.10,237632653.20,70526586.23,68145129.99,27334876.74,568967.28,357220.56,170866.97,461794.57,64010.99
default,v2,USD60/bbl (actual),30/07/2024,value_eur,291594336.00,237940619.60,70301946.94,67109251.78,25016248.23,606459.68,356390.93,170563.42,456318.57,58473.78
default,v2,USD60/bbl (actual),31/07/2024,value_eur,282947394.50,235138287.10,70115291.13,65213639.02,25005734.32,589012.77,350261.87,170341.50,445784.00,58534.75
