pricing_scenario,version,pricing_scenario_name,date,variable,Crude oil,Oil products and chemicals,Pipeline gas,Coal,LNG,Crude oil qty,Oil products and chemicals qty,Pipeline gas qty,Coal qty,LNG qty
default,v2,USD60/bbl (actual),02/09/2023,value_eur,303834147.00,216135722.90,59387632.72,78341026.04,21334060.68,681421.34,332702.83,145355.28,507531.29,50401.02
default,v2,USD60/bbl (actual),03/09/2023,value_eur,295017801.20,203148101.20,59553151.76,73490123.42,26087960.32,657319.15,314075.67,145349.88,476357.21,61480.12
default,v2,USD60/bbl (actual),04/09/2023,value_eur,291642287.20,194196281.90,59628247.08,77066177.85,27993915.53,647680.20,298744.89,145174.11,496358.36,66029.60
default,v2,USD60/bbl (actual),05/09/2023,value_eur,288757069.40,209280706.60,59535430.59,80442796.91,29883437.89,639890.29,323475.53,144689.22,517158.21,70064.70
default,v2,USD60/bbl (actual),06/09/2023,value_eur,294671239.60,223457299.20,59222633.50,83574202.66,27780240.31,649343.24,346108.30,143789.46,534767.07,65468.38
default,v2,USD60/bbl (actual),07/09/2023,value_eur,296391572.10,234360516.30,58960490.73,82241901.72,25708180.33,649926.13,363491.34,142990.28,527116.21,60163.87
default,v2,USD60/bbl (actual),08/09/2023,value_eur,288532845.00,235324489.80,58863319.05,82564267.54,25672110.15,632496.47,365962.35,142524.58,527908.71,59794.99
default,v2,USD60/bbl (actual),09/09/2023,value_eur,288985400.00,241166906.20,58644632.24,87332122.56,26345321.35,630285.34,373477.01,141859.49,559657.86,61027.11
default,v2,USD60/bbl (actual),10/09/2023,value_eur,286191508.20,240719566.30,58402058.42,87044625.40,28073664.35,622995.18,376968.15,141164.30,555986.21,65027.39
default,v2,USD60/bbl (actual),11/09/2023,value_eur,284139350.30,248702844.20,58344238.21,85459225.15,32403878.12,615379.78,383512.05,140826.37,545327.29,74746.92
default,v2,USD60/bbl (actual),12/09/2023,value_eur,276748008.00,252908573.20,58316499.07,86906318.88,32380034.68,595903.45,387353.27,140548.96,554460.07,74043.49
default,v2,USD60/bbl (actual),13/09/2023,value_eur,269502886.20,244806691.90,57995433.66,84143432.13,30366571.20,577642.50,374733.57,139740.07,537406.86,69447.17
default,v2,USD60/bbl (actual),14/09/2023,value_eur,291954425.80,247467932.70,57754278.51,79009188.36,35599744.49,627247.06,374599.78,139092.67,501447.71,81071.21
default,v2,USD60/bbl (actual),15/09/2023,value_eur,300723740.20,228731238.30,57814486.40,84425740.58,40089619.23,644413.24,347029.74,139132.85,536955.86,91240.19
default,v2,USD60/bbl (actual),16/09/2023,value_eur,308668156.60,231995347.00,57860947.73,86302090.82,40089619.23,658184.20,351542.55,139165.15,548790.43,91240.19
default,v2,USD60/bbl (actual),17/09/2023,value_eur,325741492.00,241494884.80,57857221.86,87923175.94,37651596.32,696836.88,366658.42,139101.98,556632.21,85467.68
default,v2,USD60/bbl (actual),18/09/2023,value_eur,314043705.10,245853168.50,57911962.46,82029067.94,37902551.10,668051.82,374287.29,139154.28,524156.21,85514.52
default,v2,USD60/bbl (actual),19/09/2023,value_eur,316985591.60,238989759.10,57743421.93,79427846.05,38245619.88,675739.84,357061.62,138805.72,506452.57,86442.35
default,v2,USD60/bbl (actual),20/09/2023,value_eur,305447917.40,228883979.90,57575019.43,73526225.02,38339732.16,648539.10,342657.49,138474.52,469751.14,86490.81
default,v2,USD60/bbl (actual),21/09/2023,value_eur,293572291.10,231111975.70,57446967.74,75127141.27,46860786.41,621424.05,341777.79,138233.64,481117.36,105094.59
default,v2,USD60/bbl (actual),22/09/2023,value_eur,303646640.20,235442798.30,57791410.73,76528182.88,45031117.99,643983.92,350940.99,138824.69,493012.79,100867.15
default,v2,USD60/bbl (actual),23/09/2023,value_eur,301949431.10,224157290.10,58185396.04,75982798.93,42527950.80,641181.84,335918.53,139480.65,487987.07,95404.16
default,v2,USD60/bbl (actual),24/09/2023,value_eur,305830065.80,217962595.20,58554723.37,76150803.60,42708266.93,647789.20,322714.24,140058.86,490492.29,95712.07
default,v2,USD60/bbl (actual),25/09/2023,value_eur,315990063.90,212343347.60,58835242.22,76924828.55,38378053.16,670022.12,314057.47,140432.67,497496.14,85992.55
default,v2,USD60/bbl (actual),26/09/2023,value_eur,324390888.30,208795672.20,59023934.16,80672980.13,38651002.94,686695.94,310651.17,140632.70,515464.07,86553.76
default,v2,USD60/bbl (actual),27/09/2023,value_eur,319058549.60,209912396.10,59268636.35,83125121.23,40944637.78,675949.59,311991.64,140891.30,531169.14,91858.27
default,v2,USD60/bbl (actual),28/09/2023,value_eur,314112293.70,216225196.00,59433686.07,81632699.11,37059954.06,662664.11,321279.67,141002.19,521958.86,82566.12
default,v2,USD60/bbl (actual),29/09/2023,value_eur,322706663.00,223116727.40,59694989.34,73801254.18,34827906.92,681042.80,334628.25,141259.22,475783.07,77640.68
default,v2,USD60/bbl (actual),30/09/2023,value_eur,318307567.50,220115714.30,59949084.77,73418079.73,36935521.40,670709.11,328309.21,141515.68,473472.71,82237.00
default,v2,USD60/bbl (actual),01/10/2023,value_eur,304422327.70,224372544.60,60240608.55,73819043.73,37002703.82,634764.49,333191.23,141278.86,481262.00,82173.95
default,v2,USD60/bbl (actual),02/10/2023,value_eur,308053420.60,225729664.20,60586627.93,74125414.95,39496027.08,640342.32,337089.44,141139.88,483110.36,87698.10
default,v2,USD60/bbl (actual),03/10/2023,value_eur,306526702.20,218029011.10,60987295.98,73163611.19,40410003.77,633702.17,327523.40,141100.75,477344.21,89738.90
default,v2,USD60/bbl (actual),04/10/2023,value_eur,311193772.60,224148160.70,61071573.30,77946588.86,38098720.80,642831.86,335079.76,140495.97,508176.50,84434.38
default,v2,USD60/bbl (actual),05/10/2023,value_eur,318824590.60,216765745.30,61330220.48,74665578.12,32032057.77,660402.71,324821.57,140219.63,486635.93,71373.05
default,v2,USD60/bbl (actual),06/10/2023,value_eur,313571679.50,206841279.70,61044401.89,69371022.85,31917234.15,643674.56,306223.54,138976.85,452429.29,70664.85
default,v2,USD60/bbl (actual),07/10/2023,value_eur,306733914.20,221281386.30,60310746.75,70534557.45,32330971.61,624274.06,323059.00,136966.60,456663.07,71600.21
default,v2,USD60/bbl (actual),08/10/2023,value_eur,304231674.50,224858504.50,59824118.04,71300316.49,30033523.80,620797.30,330146.59,135420.47,460838.43,66356.67
default,v2,USD60/bbl (actual),09/10/2023,value_eur,304106600.80,215189013.40,59566421.87,71583379.90,33570202.63,622285.28,313521.38,134303.44,463486.29,74196.50
default,v2,USD60/bbl (actual),10/10/2023,value_eur,288338615.50,210750237.00,59933541.82,66903671.10,35553533.27,588376.45,308984.12,134245.49,437863.43,78566.60
default,v2,USD60/bbl (actual),11/10/2023,value_eur,294546927.60,203383793.70,60293314.28,67543065.79,33259898.42,598647.39,299139.67,134168.42,442047.50,73262.08
default,v2,USD60/bbl (actual),12/10/2023,value_eur,287453661.70,206313754.50,60827874.23,68951000.21,39195197.38,582661.33,300156.97,134398.58,451001.43,86205.77
default,v2,USD60/bbl (actual),13/10/2023,value_eur,269283860.80,202106805.80,61188725.94,74206538.97,39490833.67,541710.41,290684.20,134315.41,483345.71,86498.89
default,v2,USD60/bbl (actual),14/10/2023,value_eur,264058032.20,200299459.60,61727691.94,75052471.09,39729620.72,528430.35,288944.22,134469.15,489436.79,87146.11
default,v2,USD60/bbl (actual),15/10/2023,value_eur,263331717.80,185180718.20,62403411.22,70760706.56,39539855.08,530216.68,264933.62,135407.42,459536.00,86838.21
default,v2,USD60/bbl (actual),16/10/2023,value_eur,272681321.60,185886344.90,63063843.51,74659256.67,39243303.76,549968.25,263284.36,136305.16,484285.50,85854.17
default,v2,USD60/bbl (actual),17/10/2023,value_eur,277868253.90,196818501.50,63913329.19,74635426.88,40672342.01,567034.62,278821.41,137507.74,483589.64,88794.60
default,v2,USD60/bbl (actual),18/10/2023,value_eur,281166196.50,197316045.60,65129987.49,71351725.07,43149946.60,572913.13,283283.46,139325.87,462816.14,93964.59
default,v2,USD60/bbl (actual),19/10/2023,value_eur,271613375.90,191516817.00,66174467.86,72414831.22,45383903.86,551682.94,274118.26,140766.76,465874.07,98213.16
default,v2,USD60/bbl (actual),20/10/2023,value_eur,283580577.00,191264892.80,67290723.62,74284889.00,43188187.14,575379.20,272927.43,142319.09,475406.07,93616.84
default,v2,USD60/bbl (actual),21/10/2023,value_eur,285162576.00,178580256.10,68524507.19,73700160.86,44996848.03,579039.85,255306.33,144089.26,473949.93,97277.80
default,v2,USD60/bbl (actual),22/10/2023,value_eur,296599413.30,179795231.10,69566920.83,74335634.77,45451972.24,596077.63,255381.02,145483.80,480433.00,98213.16
default,v2,USD60/bbl (actual),23/10/2023,value_eur,297149775.60,178376477.20,70567723.72,72355516.07,48927780.40,595877.28,255892.57,146760.12,466428.64,105472.94
default,v2,USD60/bbl (actual),24/10/2023,value_eur,310392382.90,182652805.20,70982039.51,71639467.41,44554195.14,624706.93,260616.07,147038.75,458326.00,96001.52
default,v2,USD60/bbl (actual),25/10/2023,value_eur,311949136.70,192875840.70,71483728.70,71540220.05,47272782.36,628680.34,275622.95,147460.92,455642.64,101543.96
default,v2,USD60/bbl (actual),26/10/2023,value_eur,306113418.20,177641813.00,71891708.85,74114500.09,40534355.57,613690.65,257594.09,147707.98,472760.07,86344.75
default,v2,USD60/bbl (actual),27/10/2023,value_eur,311854807.10,183344282.90,72307277.89,71082835.02,40499050.70,627586.39,268090.02,148001.92,449911.86,86112.61
default,v2,USD60/bbl (actual),28/10/2023,value_eur,316240204.40,191376610.20,72343101.19,66273863.19,40716736.97,635786.56,277708.31,147768.96,418992.93,86085.31
default,v2,USD60/bbl (actual),29/10/2023,value_eur,320722430.30,193701298.60,72273645.34,71414987.98,38523443.47,645886.10,281145.15,147351.66,449209.29,81149.67
default,v2,USD60/bbl (actual),30/10/2023,value_eur,313888345.60,201526987.30,72383461.79,65833476.95,38949389.95,633475.55,291448.22,147181.86,413376.86,81853.10
default,v2,USD60/bbl (actual),31/10/2023,value_eur,315076688.00,195007641.60,72434119.27,65662238.59,34307681.56,630129.95,281280.60,146921.74,410831.43,71664.33
default,v2,USD60/bbl (actual),01/11/2023,value_eur,327538791.00,191754848.70,72627301.93,69319991.15,36536677.11,652696.52,273138.07,147655.43,434785.50,75815.95
default,v2,USD60/bbl (actual),02/11/2023,value_eur,330299409.90,197309071.30,72360531.09,69606322.50,36851872.62,656509.09,280966.73,147722.72,439866.93,76538.85
default,v2,USD60/bbl (actual),03/11/2023,value_eur,322285648.30,201865295.20,72401868.82,67125603.40,41932144.11,639013.43,285886.73,148255.67,426240.71,87086.90
default,v2,USD60/bbl (actual),04/11/2023,value_eur,322868540.10,208798595.40,72814164.15,65206166.68,39709745.76,641563.74,298072.83,149408.33,412606.57,82490.59
default,v2,USD60/bbl (actual),05/11/2023,value_eur,318859096.90,196426383.50,73391545.68,66860473.42,44049577.71,640097.16,280004.16,150855.20,421229.71,91018.49
default,v2,USD60/bbl (actual),06/11/2023,value_eur,320275318.30,210580777.40,73976957.19,66170230.56,40578866.39,644407.30,299632.32,152258.63,414667.93,82706.68
default,v2,USD60/bbl (actual),07/11/2023,value_eur,324401059.00,212634563.60,74715211.82,71765545.99,47863201.68,653700.52,303541.79,153904.46,450520.21,97435.34
default,v2,USD60/bbl (actual),08/11/2023,value_eur,329660703.70,204222015.80,75245230.69,74265468.09,50071201.79,666655.46,289693.15,155254.68,467142.57,101364.32
default,v2,USD60/bbl (actual),09/11/2023,value_eur,333712258.80,208684460.80,75815644.75,70373980.21,48310340.86,678197.93,293385.78,156752.04,442724.36,97352.71
default,v2,USD60/bbl (actual),10/11/2023,value_eur,336832504.70,206658501.90,76446961.87,69273975.99,48509406.73,682614.01,290787.99,158367.48,441165.36,97291.74
default,v2,USD60/bbl (actual),11/11/2023,value_eur,332606614.40,202522443.70,77329530.40,72135883.01,45945318.92,673892.21,288681.94,160387.24,462598.29,92075.49
default,v2,USD60/bbl (actual),12/11/2023,value_eur,329189742.70,209969864.30,78187728.19,73143471.49,50870766.44,660698.68,296370.17,162418.68,468594.71,101970.66
default,v2,USD60/bbl (actual),13/11/2023,value_eur,338133719.20,209031632.20,78840968.68,75490719.75,51314725.00,680865.07,298016.65,164183.39,485144.36,102213.35
default,v2,USD60/bbl (actual),14/11/2023,value_eur,336824638.30,201997408.30,79459417.84,76200714.97,61604917.92,676760.36,288169.21,165931.91,487496.00,121915.79
default,v2,USD60/bbl (actual),15/11/2023,value_eur,331641142.90,209972345.10,79863059.51,72519119.60,65421155.57,672370.18,297025.71,166647.82,464358.71,128305.04
default,v2,USD60/bbl (actual),16/11/2023,value_eur,337643868.30,219936680.80,80818644.56,70977319.92,62784384.91,688051.00,312055.41,168247.61,452211.86,122387.45
default,v2,USD60/bbl (actual),17/11/2023,value_eur,331680059.60,212627548.20,81558248.81,71429046.36,60344174.33,680436.21,303956.00,169584.12,452019.71,117082.93
default,v2,USD60/bbl (actual),18/11/2023,value_eur,329334164.30,196836130.00,82062544.21,69848538.10,65823483.79,674970.24,280740.50,170651.33,444192.14,128239.90
default,v2,USD60/bbl (actual),19/11/2023,value_eur,323926445.00,196932936.00,82345592.73,68844454.43,66606232.10,663500.66,280836.84,171392.93,434182.00,129139.80
default,v2,USD60/bbl (actual),20/11/2023,value_eur,327465267.50,197049578.40,82696621.02,68493893.67,68318359.35,669050.21,278158.93,172320.58,433640.86,132157.52
default,v2,USD60/bbl (actual),21/11/2023,value_eur,325619650.20,189470641.50,83032550.95,63389419.75,61034024.06,666457.73,264152.90,173257.05,404949.36,117428.86
default,v2,USD60/bbl (actual),22/11/2023,value_eur,323144264.80,207435034.60,83331145.76,62772716.44,58495861.54,660954.94,291664.95,174193.36,403975.50,112566.21
default,v2,USD60/bbl (actual),23/11/2023,value_eur,322442356.90,205175260.40,83430405.12,64346760.82,55720346.43,658835.24,291690.28,174768.22,414127.43,107042.06
default,v2,USD60/bbl (actual),24/11/2023,value_eur,320577724.10,194856596.00,83570211.22,69788445.65,55875579.94,657869.34,275019.31,175412.36,443135.79,107054.57
default,v2,USD60/bbl (actual),25/11/2023,value_eur,314474948.60,192620181.90,83820455.25,67683628.69,61087426.84,647233.10,270760.29,176259.63,426826.50,117509.82
default,v2,USD60/bbl (actual),26/11/2023,value_eur,310761460.40,188129453.20,84151080.93,64501020.03,61880183.09,643918.39,269290.53,177230.22,406913.57,118114.25
default,v2,USD60/bbl (actual),27/11/2023,value_eur,296148301.40,183735189.10,84351463.78,65805602.20,56656596.10,612433.08,259762.98,177987.01,411474.00,108031.69
default,v2,USD60/bbl (actual),28/11/2023,value_eur,312662983.30,190969966.60,84825467.93,68677900.09,46204917.39,655992.84,268977.51,179202.41,436982.29,88012.65
default,v2,USD60/bbl (actual),29/11/2023,value_eur,303279219.30,184640667.70,85260238.90,69715625.56,45672905.39,634003.28,263028.18,180339.77,445611.07,87347.29
default,v2,USD60/bbl (actual),30/11/2023,value_eur,291767666.80,189739236.60,85734313.28,70195715.16,49221298.00,610344.87,267201.47,181535.87,453034.57,93811.78
default,v2,USD60/bbl (actual),01/12/2023,value_eur,305734658.50,195151004.10,85815876.48,74077715.34,57044399.25,640123.38,275054.78,181964.10,479846.21,108311.01
default,v2,USD60/bbl (actual),02/12/2023,value_eur,306718917.30,206829072.20,85954592.76,74653717.95,51565089.78,643866.94,294374.49,182387.04,482319.93,97154.04
default,v2,USD60/bbl (actual),03/12/2023,value_eur,314259735.10,220004093.10,86062070.48,71891916.63,51306194.22,662287.77,314032.05,182801.81,468260.93,96900.51
default,v2,USD60/bbl (actual),04/12/2023,value_eur,310316871.00,207379456.40,86072588.19,73956987.88,48410805.14,654221.60,297579.65,183115.22,481406.71,91703.76
default,v2,USD60/bbl (actual),05/12/2023,value_eur,297260711.90,214673880.50,86088388.95,74526342.33,56846812.67,627311.95,308484.55,183475.22,482617.29,107452.68
default,v2,USD60/bbl (actual),06/12/2023,value_eur,305916157.40,210944343.80,86174713.73,71099746.43,54458387.86,652353.18,302546.18,183915.62,457315.29,102843.90
default,v2,USD60/bbl (actual),07/12/2023,value_eur,295907810.00,222051814.10,86019621.88,69749412.44,57850437.71,631659.46,314575.46,184006.27,448265.86,109506.19
default,v2,USD60/bbl (actual),08/12/2023,value_eur,302116229.10,224543971.90,85722914.97,69467050.77,58001304.58,650721.06,317681.30,183847.78,446152.86,110062.42
default,v2,USD60/bbl (actual),09/12/2023,value_eur,309950189.70,223396915.30,85583356.06,69320680.96,55562924.81,668930.10,315755.67,183969.63,446140.50,104850.72
default,v2,USD60/bbl (actual),10/12/2023,value_eur,309752598.70,228076648.10,85344449.38,67453549.00,57099119.50,671932.79,322280.84,183948.26,438286.00,108362.66
default,v2,USD60/bbl (actual),11/12/2023,value_eur,324451722.10,229163650.30,84937222.07,65954656.78,57246470.24,706449.86,321618.13,183629.06,432859.14,108643.27
default,v2,USD60/bbl (actual),12/12/2023,value_eur,317588383.80,241280167.50,84353856.85,65726391.90,60137554.77,693214.09,340698.40,183032.75,428734.21,114126.50
default,v2,USD60/bbl (actual),13/12/2023,value_eur,316296026.00,247840887.70,83776226.78,69826812.78,58272067.35,692907.17,350431.64,182455.30,450677.93,110946.40
default,v2,USD60/bbl (actual),14/12/2023,value_eur,327432862.80,233892241.20,82987439.98,70835875.49,57807590.59,718526.45,330946.88,181568.19,457936.43,110403.48
default,v2,USD60/bbl (actual),15/12/2023,value_eur,318306503.20,242953924.40,82542818.65,68482364.72,52545781.64,700171.91,347216.05,181382.71,441637.93,100728.59
default,v2,USD60/bbl (actual),16/12/2023,value_eur,311772289.60,233441185.10,82179197.73,67194720.57,52545781.64,688963.92,330760.48,181406.49,434482.57,100728.59
default,v2,USD60/bbl (actual),17/12/2023,value_eur,310140909.30,240565102.30,81857982.24,69802454.19,48834121.46,688069.97,342826.31,181478.86,448633.00,93795.56
default,v2,USD60/bbl (actual),18/12/2023,value_eur,297553648.00,250217830.80,81282629.06,67636858.76,51937491.59,664912.07,359220.44,181112.47,434682.64,99673.87
default,v2,USD60/bbl (actual),19/12/2023,value_eur,306666162.30,253697579.80,80568935.12,65924575.61,43501484.06,686226.72,368895.01,180508.98,422789.79,83924.95
default,v2,USD60/bbl (actual),20/12/2023,value_eur,288742266.50,249670125.40,79852091.27,65404618.90,51043237.52,644741.35,362869.52,179881.42,422122.14,98853.65
default,v2,USD60/bbl (actual),21/12/2023,value_eur,299308969.50,242815187.90,79555696.61,66481972.00,51263318.19,673421.77,359579.15,179940.24,428508.07,99429.68
default,v2,USD60/bbl (actual),22/12/2023,value_eur,290379517.80,246797024.50,78973049.60,60803497.99,48239992.94,653447.89,367318.76,179490.40,396391.71,93617.39
default,v2,USD60/bbl (actual),23/12/2023,value_eur,291877935.50,242136161.50,78313907.57,62012758.89,52950243.22,661818.28,363188.26,178917.93,401384.50,103149.32
default,v2,USD60/bbl (actual),24/12/2023,value_eur,289087066.70,251330040.10,77689610.72,65172225.07,48287901.02,655936.79,378514.41,178384.80,421147.93,94381.32
default,v2,USD60/bbl (actual),25/12/2023,value_eur,275371384.10,253664319.60,77078200.30,66425657.70,50591968.13,627503.60,385542.34,177791.73,430366.14,98966.80
default,v2,USD60/bbl (actual),26/12/2023,value_eur,260453232.20,248416471.70,76414360.62,63513500.41,55394473.02,593215.56,379717.40,177173.33,412675.36,108906.29
default,v2,USD60/bbl (actual),27/12/2023,value_eur,260886567.50,239096354.20,75823353.47,61324213.18,49269134.66,598448.38,364419.08,176668.06,398636.79,97040.90
default,v2,USD60/bbl (actual),28/12/2023,value_eur,252937026.50,234174266.90,75379552.15,59714002.36,46559843.53,581233.73,358999.13,176382.62,385040.21,92221.76
default,v2,USD60/bbl (actual),29/12/2023,value_eur,246793184.00,227843088.90,74916447.59,55778022.27,45218285.53,571199.02,350712.69,176044.10,362249.79,89695.41
default,v2,USD60/bbl (actual),30/12/2023,value_eur,256118876.30,246318511.80,74430713.04,55728287.05,45218285.53,594127.30,378343.55,175613.48,361628.79,89695.41
default,v2,USD60/bbl (actual),31/12/2023,value_eur,243245451.00,243147982.60,73961742.28,52638146.20,46095183.52,562747.73,372856.04,175194.54,342533.43,91774.86
default,v2,USD60/bbl (actual),01/01/2024,value_eur,248822059.20,234755589.90,73674950.79,53904685.57,48058385.89,577253.10,357401.09,175599.72,349123.64,96452.52
default,v2,USD60/bbl (actual),02/01/2024,value_eur,250220589.30,232683731.30,73501459.97,55535488.53,58570385.53,584436.44,351724.34,176232.81,362630.00,118393.74
default,v2,USD60/bbl (actual),03/01/2024,value_eur,255456384.30,228337420.00,73312221.33,57608475.06,51465290.46,600849.61,346172.66,176848.49,372509.71,104400.40
default,v2,USD60/bbl (actual),04/01/2024,value_eur,250414664.00,221697800.90,73035601.99,60202709.28,52230522.40,588658.48,332463.16,177259.79,390441.79,106638.50
default,v2,USD60/bbl (actual),05/01/2024,value_eur,251248088.30,222710739.10,73197554.38,61796138.82,54613227.17,591467.03,335047.06,178459.64,397823.29,111894.55
default,v2,USD60/bbl (actual),06/01/2024,value_eur,251826828.30,244728710.50,73171201.62,63315753.23,47270362.90,594853.72,367095.96,179262.59,411211.86,97435.69
default,v2,USD60/bbl (actual),07/01/2024,value_eur,257972445.00,230320228.90,73181901.12,57469224.99,49101273.69,611576.85,344397.30,180122.15,371714.36,101669.36
default,v2,USD60/bbl (actual),08/01/2024,value_eur,254639388.70,230821981.80,73538568.80,60137573.04,48999587.02,602237.95,343380.30,181728.36,386949.93,102046.81
default,v2,USD60/bbl (actual),09/01/2024,value_eur,256005454.40,223103581.80,73940203.29,58058173.73,43469880.40,607254.20,331138.88,183350.17,372676.86,91151.72
default,v2,USD60/bbl (actual),10/01/2024,value_eur,267243046.70,225363955.70,74175919.16,56752175.55,48438448.86,637522.23,338593.00,184611.11,367490.36,101651.31
default,v2,USD60/bbl (actual),11/01/2024,value_eur,269403542.00,242785657.40,74450265.60,59267482.00,47879755.34,645832.58,363390.89,185972.26,382175.00,100548.88
default,v2,USD60/bbl (actual),12/01/2024,value_eur,270228910.40,241310982.40,74798971.83,61522217.23,44095782.67,647730.82,359305.97,187426.77,392829.93,93182.95
default,v2,USD60/bbl (actual),13/01/2024,value_eur,264152246.70,226628926.10,75249097.87,61133355.63,46380098.23,634234.92,339200.04,189013.31,391342.43,97933.59
default,v2,USD60/bbl (actual),14/01/2024,value_eur,266208514.40,225778979.80,75544346.52,64709460.37,50374628.34,640048.15,336865.53,190236.79,417865.36,107399.87
default,v2,USD60/bbl (actual),15/01/2024,value_eur,273401873.10,226449826.30,75740447.76,64710447.85,45957427.69,658812.97,341183.93,190740.83,419179.36,98288.31
default,v2,USD60/bbl (actual),16/01/2024,value_eur,276805475.40,217016089.70,75907918.77,63322792.27,40374219.63,668357.54,331534.72,191151.89,411085.21,87163.29
default,v2,USD60/bbl (actual),17/01/2024,value_eur,274316213.10,214884683.10,76072325.42,63658465.38,42160944.05,662031.42,331214.30,191502.48,414231.21,91489.76
default,v2,USD60/bbl (actual),18/01/2024,value_eur,270667387.90,221790205.60,76219851.05,59363007.42,42242388.72,653964.76,341915.08,191814.65,386091.14,92110.32
default,v2,USD60/bbl (actual),19/01/2024,value_eur,266615801.50,220781488.50,76381084.37,59339452.71,44100407.33,642660.16,338830.73,192172.39,387967.79,96706.64
default,v2,USD60/bbl (actual),20/01/2024,value_eur,259462205.80,219267134.80,76644355.25,57625472.74,46157282.74,624042.38,339254.11,192779.06,375542.29,101646.09
default,v2,USD60/bbl (actual),21/01/2024,value_eur,256317366.20,212645572.70,76801622.31,60714887.07,46098330.93,614780.93,328795.86,193190.16,394075.29,102018.51
default,v2,USD60/bbl (actual),22/01/2024,value_eur,263827700.50,209503756.60,76900992.52,56704839.51,43748599.74,634556.91,328012.57,193464.79,367408.36,96774.96
default,v2,USD60/bbl (actual),23/01/2024,value_eur,256823403.40,207929968.40,76855310.62,55571283.74,44232348.31,615968.87,324436.27,193441.57,361940.79,97495.91
default,v2,USD60/bbl (actual),24/01/2024,value_eur,245966142.40,210001971.80,76899521.07,55789208.98,47143908.44,586961.21,326567.40,193623.09,360879.50,105026.79
default,v2,USD60/bbl (actual),25/01/2024,value_eur,245660454.60,200356839.30,76826483.55,52294091.71,47126171.49,584984.18,315824.15,193536.22,339863.71,105686.52
default,v2,USD60/bbl (actual),26/01/2024,value_eur,241569097.20,208048164.50,76672074.15,53147753.08,53507131.08,574599.79,330285.09,193316.20,348691.57,120224.63
default,v2,USD60/bbl (actual),27/01/2024,value_eur,235018957.30,214541827.20,76539764.98,55810250.21,53382056.50,556653.63,340856.95,193173.21,365396.29,120735.23
default,v2,USD60/bbl (actual),28/01/2024,value_eur,235521441.30,206811046.20,76574836.63,51755792.25,46970253.20,556962.75,328951.49,193394.31,336156.71,106177.00
default,v2,USD60/bbl (actual),29/01/2024,value_eur,228326565.80,207662336.40,76583084.15,49979721.92,46106399.73,537082.49,332613.45,193604.80,325652.86,105367.36
default,v2,USD60/bbl (actual),30/01/2024,value_eur,226368892.50,214950773.70,76486660.05,48556128.42,45016324.62,531581.89,338876.96,193614.72,312660.86,104010.07
default,v2,USD60/bbl (actual),31/01/2024,value_eur,214584157.60,211875605.50,76419891.38,45736528.23,46970975.24,501314.03,332128.79,193681.67,296680.64,108588.10
default,v2,USD60/bbl (actual),01/02/2024,value_eur,224160435.60,215555663.10,76800451.82,49776808.15,44563505.08,523229.69,335470.83,194974.33,322546.29,103734.66
default,v2,USD60/bbl (actual),02/02/2024,value_eur,225785134.70,226559168.80,77123077.88,51515535.71,42272875.73,526077.29,356736.01,196113.07,329685.93,98478.61
default,v2,USD60/bbl (actual),03/02/2024,value_eur,220941556.90,208960568.70,77482244.47,49074996.07,40340320.95,512393.73,329324.48,197252.47,313601.86,93818.96
default,v2,USD60/bbl (actual),04/02/2024,value_eur,217536393.60,219907239.60,77807693.85,49995378.22,38005342.37,502908.49,344423.61,198297.27,318502.21,89080.03
default,v2,USD60/bbl (actual),05/02/2024,value_eur,213978466.70,226318754.80,78065896.27,50037137.29,42132303.48,493328.62,353144.69,199207.20,319484.07,99579.62
default,v2,USD60/bbl (actual),06/02/2024,value_eur,222300132.30,229146377.70,78285744.11,55832886.62,44637373.57,513627.42,359223.91,200035.12,354194.57,106436.34
default,v2,USD60/bbl (actual),07/02/2024,value_eur,230036086.10,215442746.00,78545287.87,53992697.73,39163696.89,529378.91,337160.50,200934.13,342619.14,94597.28
default,v2,USD60/bbl (actual),08/02/2024,value_eur,237763898.20,217331177.30,78794166.94,55089010.11,41067492.38,548395.05,341843.32,201813.13,351328.07,99206.06
default,v2,USD60/bbl (actual),09/02/2024,value_eur,248176973.20,206818183.30,79204030.03,54048450.22,34716148.11,574394.44,325632.47,203047.67,344052.14,84772.96
default,v2,USD60/bbl (actual),10/02/2024,value_eur,250652144.00,204436669.50,79565675.60,51441932.12,34593516.79,579829.45,320140.69,204152.75,326648.57,84806.03
default,v2,USD60/bbl (actual),11/02/2024,value_eur,263608382.40,215016354.80,79799035.96,53638327.45,34632181.14,611412.08,338090.55,204971.32,339875.00,84922.55
default,v2,USD60/bbl (actual),12/02/2024,value_eur,273145333.60,215280534.60,80109034.70,55321730.86,35639253.35,635444.87,336612.05,205965.84,351234.14,86908.76
default,v2,USD60/bbl (actual),13/02/2024,value_eur,265987231.80,211001513.40,80425002.59,57764867.36,35812299.72,615585.85,331708.70,206977.30,369440.07,87302.21
default,v2,USD60/bbl (actual),14/02/2024,value_eur,274806142.90,213063534.80,80693666.80,60017294.64,37976293.46,636644.62,333277.75,207913.65,385451.79,93205.49
default,v2,USD60/bbl (actual),15/02/2024,value_eur,274981810.80,196875362.30,80553068.26,56140128.62,41162138.10,635967.97,312537.00,207687.90,361972.50,100445.29
